dataset,parameters,errorvalue
2;(2, 1, 0)(5, 1, 0, 4);MAE:857.6309769766989,MASE:5.563,MSE:753292.9145656611,SMAPE:0.431,MAPE:0.3538471734582536
6;(3, 1, 0)(5, 1, 0, 4);MAE:47.146032601063325,MASE:1.257,MSE:3489.063288206788,SMAPE:0.243,MAPE:0.2079577788380844
9;(2, 1, 0)(5, 1, 0, 4);MAE:280.58198204613103,MASE:2.903,MSE:80367.56880582683,SMAPE:0.273,MAPE:0.23983797298791432
10;(3, 1, 0)(5, 1, 0, 4);MAE:64.02049895870306,MASE:1.085,MSE:5089.967452814104,SMAPE:0.156,MAPE:0.14723596781355508
11;(3, 1, 0)(5, 1, 0, 4);MAE:27.689487228068923,MASE:0.995,MSE:1005.8920458493092,SMAPE:0.249,MAPE:0.2545909250208104
13;(3, 1, 0)(5, 1, 0, 4);MAE:34.94196165165486,MASE:1.018,MSE:1553.41539735635,SMAPE:0.078,MAPE:0.08241364631861928
20;(3, 1, 0)(5, 1, 0, 4);MAE:19.518965295607526,MASE:0.976,MSE:569.3832996107164,SMAPE:0.635,MAPE:0.46152014802509417
