id,product_id,created,tag,shop_id,price,price_diff
22922750,213048,2019-07-19 12:42:18,normal,281,549,2
22847453,213048,2019-07-15 18:30:14,normal,281,547,-3
22829091,213048,2019-07-14 07:05:03,normal,58,550,-6
22813969,213048,2019-07-13 07:08:39,normal,58,556,-2
22791182,213048,2019-07-12 07:31:01,normal,58,558,2
22770005,213048,2019-07-11 07:31:08,normal,58,556,5
22716091,213048,2019-07-08 13:30:05,normal,58,551,3
22680771,213048,2019-07-05 12:47:56,normal,281,548,2
22608616,213048,2019-07-02 12:43:43,normal,281,546,1
22569689,213048,2019-06-29 12:40:22,normal,281,545,-1
22562216,213048,2019-06-29 07:30:40,normal,281,546,0
22548901,213048,2019-06-28 12:45:08,normal,58,546,3
22528637,213048,2019-06-27 12:43:17,normal,281,543,1
