id,uuid,event,value,created
391225142,0,product_view,463094,2021-09-09 12:32:41.000000
391225143,1630931655756,goto,469996,2021-09-09 12:32:41.000000
391225144,1608499035514,product_view,234677,2021-09-09 12:32:41.000000
391225139,0,profile_view,https://prisguiden.no/,2021-09-09 12:32:40.000000
391225140,1631183560637,product_view,313853,2021-09-09 12:32:40.000000
391227844,1631183560637,referrer,https://www.google.no,2021-09-09 12:32:40.000000
391225135,1602152983409,offers_view,undefined,2021-09-09 12:32:39.000000
391225136,1589393913330,product_view,221222,2021-09-09 12:32:39.000000
391225137,1631183479626,product_view,309543,2021-09-09 12:32:39.000000
391225138,1631121309878,product_view,511074,2021-09-09 12:32:39.000000
391225134,0,product_view,262733,2021-09-09 12:32:38.000000
391225129,1547295572613,product_view,375108,2021-09-09 12:32:37.000000
391225130,1544134055519,product_view,51293,2021-09-09 12:32:37.000000
391225131,1605963434481,goto,259149,2021-09-09 12:32:37.000000
391225132,1631183557121,product_view,283416,2021-09-09 12:32:37.000000
391225133,1626036317018,product_view,484237,2021-09-09 12:32:37.000000
391227843,1631183557121,referrer,https://www.google.no,2021-09-09 12:32:37.000000
391225127,1631183551306,product_view,433933,2021-09-09 12:32:36.000000
391225128,1630192181471,goto,416602,2021-09-09 12:32:36.000000
391227841,1575623660089,referrer,https://www.google.com/,2021-09-09 12:32:36.000000
391227842,1630930649549,referrer,Adwords,2021-09-09 12:32:36.000000
391225126,1629651785621,frontpage_view,undefined,2021-09-09 12:32:35.000000
391227840,1629651785621,referrer,direct,2021-09-09 12:32:35.000000
391225125,1630192181471,product_view,416602,2021-09-09 12:32:34.000000
391225123,1631183509256,product_view,NaN,2021-09-09 12:32:33.000000
391225124,1631105895836,product_view,198187,2021-09-09 12:32:33.000000
391227839,1620079622070,referrer,Adwords,2021-09-09 12:32:33.000000
391225120,1574375068696,profile_view,https://prisguiden.no/,2021-09-09 12:32:32.000000
391225121,1547295572613,profile_view,https://prisguiden.no/,2021-09-09 12:32:32.000000
391225122,1627200304843,product_view,447978,2021-09-09 12:32:32.000000
391227838,1627200304843,referrer,https://www.google.no/,2021-09-09 12:32:32.000000
391225113,1566420425236,goto,510634,2021-09-09 12:32:31.000000
391225114,1631182620256,product_view,522939,2021-09-09 12:32:31.000000
391225115,1630827688778,frontpage_view,undefined,2021-09-09 12:32:31.000000
391225116,1618559762566,product_view,351799,2021-09-09 12:32:31.000000
391225117,1593967103147,product_view,235947,2021-09-09 12:32:31.000000
391225118,1626036317018,frontpage_view,undefined,2021-09-09 12:32:31.000000
391225119,1628772099662,goto,389303,2021-09-09 12:32:31.000000
391227834,1630827688778,referrer,direct,2021-09-09 12:32:31.000000
391227835,1631183551306,referrer,https://www.google.no,2021-09-09 12:32:31.000000
391227836,1626036317018,referrer,direct,2021-09-09 12:32:31.000000
391227837,1593967103147,referrer,Adwords,2021-09-09 12:32:31.000000
391225110,1630669642957,product_view,253235,2021-09-09 12:32:30.000000
391225111,1631183221544,product_view,466016,2021-09-09 12:32:30.000000
391225112,1631092176333,product_view,260663,2021-09-09 12:32:30.000000
391225104,1622145734327,product_view,518398,2021-09-09 12:32:29.000000
391225105,1631183548980,product_view,371566,2021-09-09 12:32:29.000000
391225106,1613757187304,product_view,79640,2021-09-09 12:32:29.000000
391225107,1547295572613,frontpage_view,undefined,2021-09-09 12:32:29.000000
391225108,1631183549240,product_view,473385,2021-09-09 12:32:29.000000
391225109,1631183319567,product_view,514979,2021-09-09 12:32:29.000000
391227829,1631183548980,referrer,https://www.google.com,2021-09-09 12:32:29.000000
391227830,1613757187304,referrer,https://www.google.com/,2021-09-09 12:32:29.000000
391227831,1602271813049,referrer,https://www.google.com/,2021-09-09 12:32:29.000000
391227832,1631183549240,referrer,direct,2021-09-09 12:32:29.000000
391227833,1631183549832,referrer,Adwords,2021-09-09 12:32:29.000000
391225099,1617778009544,frontpage_view,undefined,2021-09-09 12:32:28.000000
391225100,1631183537684,product_view,445875,2021-09-09 12:32:28.000000
391225101,1574375068696,frontpage_view,undefined,2021-09-09 12:32:28.000000
391225102,1619527196668,offers_view,https://prisguiden.no/tilbud?o=120,2021-09-09 12:32:28.000000
391225103,1631183450134,product_view,425744,2021-09-09 12:32:28.000000
391227827,1631105323086,referrer,utm_source: instagram,2021-09-09 12:32:28.000000
391227828,1574375068696,referrer,iOS-App,2021-09-09 12:32:28.000000
391225097,1621497687952,frontpage_view,undefined,2021-09-09 12:32:27.000000
391225098,1631060680819,product_view,473385,2021-09-09 12:32:27.000000
391227824,1621497687952,referrer,direct,2021-09-09 12:32:27.000000
391227825,1631183546564,referrer,direct,2021-09-09 12:32:27.000000
391227826,1617778009544,referrer,direct,2021-09-09 12:32:27.000000
391225095,1627127741490,product_view,514524,2021-09-09 12:32:26.000000
391225096,1622145734327,product_view,518397,2021-09-09 12:32:26.000000
391227823,1631183546188,referrer,Adwords,2021-09-09 12:32:26.000000
391225091,1594203564869,product_view,NaN,2021-09-09 12:32:25.000000
391225092,1631017904859,product_view,505026,2021-09-09 12:32:25.000000
391225093,1628772099662,goto,389303,2021-09-09 12:32:25.000000
391225094,1594203564869,goto,Unknown product-id,2021-09-09 12:32:25.000000
391227822,1631017904859,referrer,https://prisguiden.no/produkt/boson-biotech-covid-19-selvtest-10-stk-505024,2021-09-09 12:32:25.000000
391225090,1631106866672,product_view,432123,2021-09-09 12:32:24.000000
391227821,1631106866672,referrer,Adwords,2021-09-09 12:32:24.000000
391225088,1631183530339,goto,521178,2021-09-09 12:32:23.000000
391225089,1631183349628,product_view,502169,2021-09-09 12:32:23.000000
391227820,1631183543229,referrer,Adwords,2021-09-09 12:32:23.000000
391225086,1602578467258,product_view,322925,2021-09-09 12:32:22.000000
391225087,0,product_view,433933,2021-09-09 12:32:22.000000
391225084,1630192181471,product_view,343876,2021-09-09 12:32:21.000000
391225085,1542191516684,offers_view,https://prisguiden.no/tilbud?o=120,2021-09-09 12:32:21.000000
391225078,1575235942145,product_view,216299,2021-09-09 12:32:20.000000
391225079,1631183509256,product_view,236672,2021-09-09 12:32:20.000000
391225080,1594203564869,product_view,NaN,2021-09-09 12:32:20.000000
391225081,1612344429103,product_view,317556,2021-09-09 12:32:20.000000
391225082,1566420425236,product_view,510634,2021-09-09 12:32:20.000000
391225083,1607437797575,goto,Unknown product-id,2021-09-09 12:32:20.000000
391227818,1612344429103,referrer,https://www.google.com/,2021-09-09 12:32:20.000000
391227819,1566420425236,referrer,https://www.google.com/,2021-09-09 12:32:20.000000
391225073,1616237143170,goto,241688,2021-09-09 12:32:19.000000
391225074,1630931655756,goto,469996,2021-09-09 12:32:19.000000
391225075,1547295572613,frontpage_view,undefined,2021-09-09 12:32:19.000000
391225076,1631183356266,offers_view,undefined,2021-09-09 12:32:19.000000
391225077,1620284840393,offers_view,https://prisguiden.no/tilbud?f%5Bc%5D%5B%5D=117&s=offer_ratio%20asc,2021-09-09 12:32:19.000000
391227817,1547295572613,referrer,Android-App,2021-09-09 12:32:19.000000
391225068,1575235942145,product_view,354698,2021-09-09 12:32:18.000000
391225069,1627477557918,product_view,407619,2021-09-09 12:32:18.000000
391225070,1630825265198,product_view,406793,2021-09-09 12:32:18.000000
391225071,1573586889824,product_view,412898,2021-09-09 12:32:18.000000
391225072,1550914515046,product_view,333361,2021-09-09 12:32:18.000000
391227815,1627477557918,referrer,https://www.google.com/,2021-09-09 12:32:18.000000
391227816,1594203564869,referrer,Android-App,2021-09-09 12:32:18.000000
391225066,1622145734327,product_view,518398,2021-09-09 12:32:17.000000
391225067,1631183537719,product_view,295919,2021-09-09 12:32:17.000000
391227812,1630669642957,referrer,https://www.google.com/,2021-09-09 12:32:17.000000
391227813,1631183537684,referrer,https://www.google.no,2021-09-09 12:32:17.000000
391227814,1631183537719,referrer,Adwords,2021-09-09 12:32:17.000000
391225062,1631183535753,product_view,236214,2021-09-09 12:32:16.000000
391225063,1571569259244,frontpage_view,undefined,2021-09-09 12:32:16.000000
391225064,1592576111824,product_view,386426,2021-09-09 12:32:16.000000
391225065,1603205497421,frontpage_view,undefined,2021-09-09 12:32:16.000000
391225061,1631183535353,product_view,420246,2021-09-09 12:32:15.000000
391227809,1631183535353,referrer,https://www.google.com,2021-09-09 12:32:15.000000
391227810,1631183535753,referrer,https://www.google.no,2021-09-09 12:32:15.000000
391227811,1571569259244,referrer,direct,2021-09-09 12:32:15.000000
391225051,1593444807130,product_view,476768,2021-09-09 12:32:14.000000
391225052,1631164713675,product_view,481340,2021-09-09 12:32:14.000000
391225053,1596722825073,product_view,294958,2021-09-09 12:32:14.000000
391225054,1631183530339,product_view,521178,2021-09-09 12:32:14.000000
391225055,1631182790133,goto,276243,2021-09-09 12:32:14.000000
391225056,1614797566116,offers_view,https://prisguiden.no/tilbud?s=offer_ratio%20asc,2021-09-09 12:32:14.000000
391225057,1631183501441,product_view,402869,2021-09-09 12:32:14.000000
391225058,1625989548134,product_view,399665,2021-09-09 12:32:14.000000
391225059,1619095575718,product_view,520974,2021-09-09 12:32:14.000000
391225060,1602578467258,frontpage_view,undefined,2021-09-09 12:32:14.000000
391227803,1631164713675,referrer,https://www.google.com/,2021-09-09 12:32:14.000000
391227804,1602578467258,referrer,direct,2021-09-09 12:32:14.000000
391227805,1596722825073,referrer,utm_source: pricealert,2021-09-09 12:32:14.000000
391227806,1631183530339,referrer,https://www.google.com/,2021-09-09 12:32:14.000000
391227807,1625989548134,referrer,https://www.google.com/,2021-09-09 12:32:14.000000
391227808,1619095575718,referrer,https://www.google.com/,2021-09-09 12:32:14.000000
391227800,1550914515046,referrer,https://www.google.com/,2021-09-09 12:32:13.000000
391227801,1590441032960,referrer,https://www.google.com/,2021-09-09 12:32:13.000000
391227802,1593444807130,referrer,https://www.google.com/,2021-09-09 12:32:13.000000
391225048,1597907543951,product_view,296501,2021-09-09 12:32:12.000000
391225049,1624392320471,goto,Unknown product-id,2021-09-09 12:32:12.000000
391225050,1630327503714,product_view,371319,2021-09-09 12:32:12.000000
391227799,1597907543951,referrer,https://www.google.com/,2021-09-09 12:32:12.000000
391225044,1614797566116,offers_view,undefined,2021-09-09 12:32:11.000000
391225045,1591374155665,product_view,512819,2021-09-09 12:32:11.000000
391225046,1629610575488,product_view,429159,2021-09-09 12:32:11.000000
391225047,1631183532306,product_view,453058,2021-09-09 12:32:11.000000
391227798,1631183532306,referrer,https://www.google.com/,2021-09-09 12:32:11.000000
391225038,1627127741490,product_view,514524,2021-09-09 12:32:10.000000
391225039,1631183273665,product_view,443927,2021-09-09 12:32:10.000000
391225040,1557682696225,product_view,278070,2021-09-09 12:32:10.000000
391225041,1569189560266,goto,385791,2021-09-09 12:32:10.000000
391225042,1575460770933,product_view,338036,2021-09-09 12:32:10.000000
391225043,1631100362158,product_view,163328,2021-09-09 12:32:10.000000
391227794,1557682696225,referrer,utm_source: pricealert,2021-09-09 12:32:10.000000
391227796,1585836425974,referrer,https://prisguiden.no/,2021-09-09 12:32:10.000000
391227797,1631100362158,referrer,https://prisguiden.no/sok?q=Tp-link+tl-sg1024,2021-09-09 12:32:10.000000
391225033,1621358194719,product_view,344000,2021-09-09 12:32:09.000000
391225034,1631181736451,product_view,327148,2021-09-09 12:32:09.000000
391225035,1624348353333,offers_view,https://prisguiden.no/tilbud?f%5Bb%5D=1&o=60&s=offer_created%20desc,2021-09-09 12:32:09.000000
391225036,1623230694932,product_view,433937,2021-09-09 12:32:09.000000
391225037,1624392320471,product_view,256042,2021-09-09 12:32:09.000000
391227793,1623230694932,referrer,Adwords,2021-09-09 12:32:09.000000
391225030,0,goto,517721,2021-09-09 12:32:08.000000
391225031,1631183504995,product_view,462903,2021-09-09 12:32:08.000000
391225032,1612013463235,product_view,379513,2021-09-09 12:32:08.000000
391227792,1600934534899,referrer,https://www.google.no/,2021-09-09 12:32:08.000000
391225026,1542191516684,offers_view,undefined,2021-09-09 12:32:07.000000
391225027,1631182429538,product_view,264238,2021-09-09 12:32:07.000000
391225028,1622145734327,product_view,518397,2021-09-09 12:32:07.000000
391225029,1631183502338,product_view,430464,2021-09-09 12:32:07.000000
391225024,1630192181471,product_view,343876,2021-09-09 12:32:06.000000
391225025,1621499569462,product_view,433933,2021-09-09 12:32:06.000000
391227791,1631183526804,referrer,https://www.google.no,2021-09-09 12:32:06.000000
391225018,0,goto,323963,2021-09-09 12:32:05.000000
391225019,1606995146305,offers_view,undefined,2021-09-09 12:32:05.000000
391225020,1631183349628,product_view,502168,2021-09-09 12:32:05.000000
391225021,1569189560266,product_view,385791,2021-09-09 12:32:05.000000
391225022,1631183525692,product_view,222631,2021-09-09 12:32:05.000000
391225023,1628061254963,product_view,224082,2021-09-09 12:32:05.000000
391227788,1569189560266,referrer,https://www.google.com/,2021-09-09 12:32:05.000000
391227789,1631183525692,referrer,https://www.google.no,2021-09-09 12:32:05.000000
391227790,1628061254963,referrer,https://www.google.com/,2021-09-09 12:32:05.000000
391225014,1631183524235,product_view,456665,2021-09-09 12:32:04.000000
391225015,1624348353333,offers_view,https://prisguiden.no/tilbud?f%5Bb%5D=1&s=offer_created%20desc,2021-09-09 12:32:04.000000
391225016,1631038649644,goto,457864,2021-09-09 12:32:04.000000
391225017,1631183455585,product_view,459024,2021-09-09 12:32:04.000000
391227786,1631183524235,referrer,https://www.google.no,2021-09-09 12:32:04.000000
391227787,1630916824065,referrer,Adwords,2021-09-09 12:32:04.000000
391225009,1616051920174,product_view,388594,2021-09-09 12:32:03.000000
391225010,1630327503714,goto,Unknown product-id,2021-09-09 12:32:03.000000
391225011,1544134055519,product_view,51293,2021-09-09 12:32:03.000000
391225012,1605963434481,product_view,259149,2021-09-09 12:32:03.000000
391225013,1631051063480,goto,422473,2021-09-09 12:32:03.000000
391227784,1616051920174,referrer,Adwords,2021-09-09 12:32:03.000000
391227785,1605963434481,referrer,https://www.google.com/,2021-09-09 12:32:03.000000
391225006,1631092176333,product_view,216333,2021-09-09 12:32:02.000000
391225007,1624348353333,offers_view,https://prisguiden.no/tilbud?f%5Bb%5D=1,2021-09-09 12:32:02.000000
391225008,1630860888108,goto,423306,2021-09-09 12:32:02.000000
391224930,1630860888108,product_view,423306,2021-09-09 12:32:01.000000
391224931,1589179370917,product_view,474525,2021-09-09 12:32:01.000000
391224932,1631183520947,product_view,404975,2021-09-09 12:32:01.000000
391224933,1592819442202,product_view,468842,2021-09-09 12:32:01.000000
391224948,1628772099662,product_view,389303,2021-09-09 12:32:01.000000
391227781,1631183520947,referrer,https://r.search.yahoo.com,2021-09-09 12:32:01.000000
391227782,1628772099662,referrer,Adwords,2021-09-09 12:32:01.000000
391227783,1621842243952,referrer,Adwords,2021-09-09 12:32:01.000000
391224919,1631182790133,product_view,276243,2021-09-09 12:32:00.000000
391224920,1592158891714,product_view,NaN,2021-09-09 12:32:00.000000
391224921,1631183499792,goto,420246,2021-09-09 12:32:00.000000
391224922,1622552277539,offers_view,https://prisguiden.no/tilbud?s=offer_ratio%20asc&f%5Bb%5D=1&f%5Bs%5D%5B%5D=514&f%5Bs%5D%5B%5D=852&f%,2021-09-09 12:32:00.000000
391224923,1631183520387,product_view,434770,2021-09-09 12:32:00.000000
391224924,1631183349628,product_view,488073,2021-09-09 12:32:00.000000
391224925,1542191516684,product_view,418637,2021-09-09 12:32:00.000000
391224926,1624348353333,offers_view,undefined,2021-09-09 12:32:00.000000
391224927,1630682820505,frontpage_view,undefined,2021-09-09 12:32:00.000000
391224928,1606995146305,frontpage_view,undefined,2021-09-09 12:32:00.000000
391224929,1631051063480,product_view,422473,2021-09-09 12:32:00.000000
391227596,1631183520387,referrer,https://www.google.no,2021-09-09 12:32:00.000000
391224916,1624348353333,frontpage_view,undefined,2021-09-09 12:31:59.000000
391224917,1630931655756,product_view,469996,2021-09-09 12:31:59.000000
391224918,1605598859057,product_view,263623,2021-09-09 12:31:59.000000
391227593,1624348353333,referrer,direct,2021-09-09 12:31:59.000000
391227594,1630931655756,referrer,Adwords,2021-09-09 12:31:59.000000
