parent,title_no,internal_doc_type,image_url,description,title,title_phonetic,url,tags,path,_version_,internal_doc_id,popularity,root,alias,title_edge_ngram,id,alias_no,adult,last_modified,parents
Kjøkkenutstyr,Målebeger,category,/3180/3180515/10597758.48x75!m.png,23 produkter,Målebeger,Målebeger,/kategorier/maalebeger,products,Hjem og husholdning>Kjøkken>Kjøkkenutstyr>Målebeger,1717733687789879299,13333,1212,Hjem og husholdning,"desilitermål,litermål",Målebeger,13333,"litermål,desilitermål",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Kjøkkenutstyr"
Måling,Målebånd og tommestokk,category,/3152/3152248/ProductImage28852743.106x75!m.jpg,86 produkter,Målebånd og tommestokk,Målebånd og tommestokk,/kategorier/maalebaand-og-tommestokk,products,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Måling>Målebånd og tommestokk,1717733687790927872,13194,1226,Bygg og verktøy,målehjul,Målebånd og tommestokk,13194,målehjul,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy,Måling"
Verktøy,Måleverktøy og laserverktøy,category,/3151/3151195/i.68x75!m.jpg,596 produkter,Måleverktøy og laserverktøy,Måleverktøy og laserverktøy,/kategorier/maaleverktoey-og-laserverktoey,categories,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy,1717733687790927873,11759,4572,Bygg og verktøy,,Måleverktøy og laserverktøy,11759,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy"
Måleverktøy og laserverktøy,Måling,category,/3151/3151165/i.36x75!m.jpg,293 produkter,Måling,Måling,/kategorier/maaling,categories,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Måling,1717733687790927874,13168,3057,Bygg og verktøy,,Måling,13168,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy"
Rengjøring,Nal,category,/3118/3118700/448690.60x75!m.jpg,38 produkter,Nal,Nal,/kategorier/nal,products,Hjem og husholdning>Rengjøring>Nal,1717733687790927875,13013,1140,Hjem og husholdning,"dusj,dusjnal,nal,vindus,vindusnal",Nal,13013,"dusjnal,dusj,nal,vindusnal,vindus,nal",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Rengjøring"
Bord,Nattbord,category,/2955/2955177/original.72x75!m.jpg,627 produkter,Nattbord,Nattbord,/kategorier/nattbord,filter,Hjem og husholdning>Møbler>Bord>Nattbord,1717733687790927876,12188,5026,Hjem og husholdning,,Nattbord,12188,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Møbler,Bord"
Lampe,Nattbordslampe,category,/2964/2964371/original.132x75!m.jpg,1562 produkter,Nattbordslampe,Nattbordslampe,/kategorier/nattbordslampe,filter,Hjem og husholdning>Lampe>Nattbordslampe,1717733687791976448,12236,4783,Hjem og husholdning,"lampe,natt,nattlampe",Nattbordslampe,12236,"nattlampe,natt,lampe",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Lampe"
Ansiktskrem,Nattkrem,category,/2992/2992763/original.68x75!m.jpg,1164 produkter,Nattkrem,Nattkrem,/kategorier/nattkrem,filter,Skjønnhet og helse>Ansiktspleie>Ansiktskrem>Nattkrem,1717733687791976449,12465,2479,Skjønnhet og helse,,Nattkrem,12465,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Ansiktspleie,Ansiktskrem"
Lampe,Nattlampe til barn,category,/3154/3154904/original.299x631m.36x75!m.jpg,1562 produkter,Nattlampe til barn,Nattlampe til barn,/kategorier/nattlampe-til-barn,filter,Hjem og husholdning>Lampe>Nattlampe til barn,1717733687791976450,13218,4783,Hjem og husholdning,,Nattlampe til barn,13218,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Lampe"
Kosttilskudd,Naturlegemiddel,category,/3151/3151286/0025948_blue-berry-pluss-oyenvitamin-691863.52x75!m.jpg,45 produkter,Naturlegemiddel,Naturlegemiddel,/kategorier/naturlegemiddel,products,Skjønnhet og helse>Apotek>Kosttilskudd>Naturlegemiddel,1717733687793025024,13175,1668,Skjønnhet og helse,,Naturlegemiddel,13175,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Kosttilskudd"
Håndpleie,Neglefil,category,/3006/3006165/original.82x75!m.jpg,579 produkter,Neglefil,Neglefil,/kategorier/neglefil,filter,Skjønnhet og helse>Kroppspleie>Håndpleie>Neglefil,1717733687793025025,12540,2275,Skjønnhet og helse,,Neglefil,12540,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Kroppspleie,Håndpleie"
Negler,Neglelakk,category,/2929/2929526/original.32x75!m.jpg,140 produkter,Neglelakk,Neglelakk,/kategorier/neglelakk,products,Skjønnhet og helse>Sminke>Negler>Neglelakk,1717733687793025026,12088,1276,Skjønnhet og helse,"lakk,nail,nailpolish,negle,polish",Neglelakk,12088,"negle,lakk,nail,polish,nailpolish",false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Sminke,Negler"
Håndpleie,Neglelakkfjerner,category,/3006/3006167/original.42x75!m.jpg,579 produkter,Neglelakkfjerner,Neglelakkfjerner,/kategorier/neglelakkfjerner,filter,Skjønnhet og helse>Kroppspleie>Håndpleie>Neglelakkfjerner,1717733687793025027,12541,2275,Skjønnhet og helse,,Neglelakkfjerner,12541,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Kroppspleie,Håndpleie"
Sminke,Negler,category,/2987/2987011/original.32x75!m.jpg,140 produkter,Negler,Negler,/kategorier/negler,categories,Skjønnhet og helse>Sminke>Negler,1717733687793025028,12216,1276,Skjønnhet og helse,,Negler,12216,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Sminke"
"Øre, øye og nese",Nesespray,category,/3000/3000710/original.48x75!m.jpg,43 produkter,Nesespray,Nesespray,/kategorier/nesespray,products,"Skjønnhet og helse>Apotek>Øre, øye og nese>Nesespray",1717733687793025029,11216,1332,Skjønnhet og helse,,Nesespray,11216,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Øre\, øye og nese"
Allergi,Nesespray mot allergi,category,/3000/3000299/original.34x75!m.jpg,47 produkter,Nesespray mot allergi,Nesespray mot allergi,/kategorier/nesespray-mot-allergi,filter,Skjønnhet og helse>Apotek>Allergi>Nesespray mot allergi,1717733687794073600,12521,1332,Skjønnhet og helse,,Nesespray mot allergi,12521,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Allergi"
"Forkjølelse, feber og smerter",Nesespray mot forkjølelse,category,/3000/3000300/original.48x75!m.jpg,47 produkter,Nesespray mot forkjølelse,Nesespray mot forkjølelse,/kategorier/nesespray-mot-forkjoelelse,filter,"Skjønnhet og helse>Apotek>Forkjølelse, feber og smerter>Nesespray mot forkjølelse",1717733687794073601,12522,1332,Skjønnhet og helse,,Nesespray mot forkjølelse,12522,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Forkjølelse\, feber og smerter"
Babyutstyr,Nesesuger,category,/3165/3165340/i.28x75!m.jpg,18 produkter,Nesesuger,Nesesuger,/kategorier/nesesuger,products,Foreldre og barn>Babyutstyr>Nesesuger,1717733687794073602,13295,1216,Foreldre og barn,Aspirator,Nesesuger,13295,Aspirator,false,2021-11-29T04:01:40.409Z,"Foreldre og barn,Babyutstyr"
Mobil og nettbrett,Nettbrett,category,/957/957930/original.118x75!m.jpg,212 produkter,Nettbrett,Nettbrett,/kategorier/nettbrett,products,Mobil og nettbrett>Nettbrett,1717733687795122176,63,47088,Mobil og nettbrett,"ipad,lesebrett,netbret,netbrett,pc,tab,tablet",Nettbrett,63,"tab,tablet,pc,lesebrett,netbret,netbrett,ipad",false,2021-11-29T04:01:40.409Z,Mobil og nettbrett
Data,Nettverk,category,/2937/2937905/original.94x75!m.jpg,833 produkter,Nettverk,Nettverk,/kategorier/nettverk,categories,Data>Nettverk,1717733687795122177,119,11808,Data,,Nettverk,119,,false,2021-11-29T04:01:40.409Z,Data
Kabler (signal og datakabler),Nettverkskabler,category,/1696/1696959/original.114x75!m.jpg,263 produkter,Nettverkskabler,Nettverkskabler,/kategorier/nettverkskabler,products,Data>Datatilbehør>Kabler (signal og datakabler)>Nettverkskabler,1717733687795122178,11573,1197,Data,"ethernet,internettkabel,netværkskabel",Nettverkskabler,11573,"netværkskabel,internettkabel,ethernet",false,2021-11-29T04:01:40.409Z,"Data,Datatilbehør,Kabler (signal og datakabler)"
Datakomponenter,Nettverkskort,category,/227/227787/mProG-2000SE.108x75!m.jpg,26 produkter,Nettverkskort,Nettverkskort,/kategorier/nettverkskort,products,Data>Datakomponenter>Nettverkskort,1717733687795122179,263,1369,Data,,Nettverkskort,263,,false,2021-11-29T04:01:40.409Z,"Data,Datakomponenter"
Lagring,Nettverkslagring (NAS),category,/214/214562/large_img_8.90x75!m.gif,100 produkter,Nettverkslagring (NAS),Nettverkslagring (NAS),/kategorier/nettverkslagring-nas,products,Data>Lagring>Nettverkslagring (NAS),1717733687795122180,279,2960,Data,,Nettverkslagring (NAS),279,,false,2021-11-29T04:01:40.409Z,"Data,Lagring"
Stereo og musikkanlegg,Nettverkspiller,category,/3015/3015401/original.180x75!m.jpg,28 produkter,Nettverkspiller,Nettverkspiller,/kategorier/nettverkspiller,products,Lyd og bilde>HiFi>Stereo og musikkanlegg>Nettverkspiller,1717733687795122181,10020,1737,Lyd og bilde,"media,mediaplayer,player",Nettverkspiller,10020,"mediaplayer,media,player",false,2021-11-29T04:01:40.409Z,"Lyd og bilde,HiFi,Stereo og musikkanlegg"
Nettverk,Nettverksruter,category,/1685/1685730/original.102x75!m.jpg,256 produkter,Nettverksruter,Nettverksruter,/kategorier/nettverksruter,products,Data>Nettverk>Nettverksruter,1717733687796170752,259,9712,Data,"basestasjon,mobilt bredbånd,router,ruter,trådløs ruter",Nettverksruter,259,"trådløs ruter,router,ruter,mobilt bredbånd,basestasjon",false,2021-11-29T04:01:40.409Z,"Data,Nettverk"
Spillkonsoller,Nintendo konsoll,category,/2971/2971210/original.182x75!m.jpg,145 produkter,Nintendo konsoll,Nintendo konsoll,/kategorier/nintendo-konsoll,filter,Gaming>Spillkonsoller>Nintendo konsoll,1717733687796170753,12304,72515,Gaming,"2ds,3ds,64,classic,mini,nes,snes,switch,u,wii,xl",Nintendo konsoll,12304,"wii,u,snes,nes,switch,3ds,2ds,xl,64,classic,mini",false,2021-11-29T04:01:40.409Z,"Gaming,Spillkonsoller"
Måleverktøy og laserverktøy,Nivellering,category,/3151/3151194/i.96x75!m.jpg,238 produkter,Nivellering,Nivellering,/kategorier/nivellering,categories,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Nivellering,1717733687796170754,13169,3600,Bygg og verktøy,,Nivellering,13169,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy"
Nivellering,Nivelleringskikkert,category,/3152/3152083/ProductImage28907815.84x75!m.jpg,12 produkter,Nivelleringskikkert,Nivelleringskikkert,/kategorier/nivelleringskikkert,products,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Nivellering>Nivelleringskikkert,1717733687796170755,13193,1033,Bygg og verktøy,,Nivelleringskikkert,13193,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy,Nivellering"
Diverse til hjemmet,Nuppefjerner,category,/2968/2968937/original.102x75!m.jpg,21 produkter,Nuppefjerner,Nuppefjerner,/kategorier/nuppefjerner,search,Hjem og husholdning>Diverse til hjemmet>Nuppefjerner,1717733687796170756,12146,1834,Hjem og husholdning,,Nuppefjerner,12146,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Diverse til hjemmet"
Brann og sikkerhet,Nøkkelskap og nøkkelboks,category,/3054/3054226/i.60x75!m.jpg,35 produkter,Nøkkelskap og nøkkelboks,Nøkkelskap og nøkkelboks,/kategorier/noekkelskap-og-noekkelboks,products,Hjem og husholdning>Brann og sikkerhet>Nøkkelskap og nøkkelboks,1717733687797219328,12776,1418,Hjem og husholdning,,Nøkkelskap og nøkkelboks,12776,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Brann og sikkerhet"
Foto og video,Objektiv,category,/18/18943/olympus_zuiko_digital_ed7-14_1.112x75!m.jpg,806 produkter,Objektiv,Objektiv,/kategorier/objektiv,products,Foto og video>Objektiv,1717733687797219329,24,2505,Foto og video,"fotolinse,kameralinse,kameraobjektiv",Objektiv,24,"kameralinse,fotolinse,kameraobjektiv",false,2021-11-29T04:01:40.409Z,Foto og video
Høstjakke og vårjakke,Olajakke,category,/3092/3092741/16502593_500_A.376x500m.56x75!m.jpg,779 produkter,Olajakke,Olajakke,/kategorier/olajakke,filter,Klær og sko>Ytterjakke>Høstjakke og vårjakke>Olajakke,1717733687797219330,12899,1721,Klær og sko,"denimjakke,jeansjakke",Olajakke,12899,"denimjakke,jeansjakke",false,2021-11-29T04:01:40.409Z,"Klær og sko,Ytterjakke,Høstjakke og vårjakke"
Olje,Olivenolje,category,/3156/3156637/nv_aw16_nv1100_ps.240x1008m.18x75!m.jpg,70 produkter,Olivenolje,Olivenolje,/kategorier/olivenolje,filter,Skjønnhet og helse>Apotek>Helsekost>Olje>Olivenolje,1717733687797219331,13261,1111,Skjønnhet og helse,,Olivenolje,13261,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Helsekost,Olje"
Helsekost,Olje,category,/3155/3155305/original.398x626m.48x75!m.jpg,43 produkter,Olje,Olje,/kategorier/olje,products,Skjønnhet og helse>Apotek>Helsekost>Olje,1717733687798267904,13235,1111,Skjønnhet og helse,,Olje,13235,,false,2021-11-29T04:01:40.409Z,"Skjønnhet og helse,Apotek,Helsekost"
Varmeovn,Oljeovn,category,/3018/3018350/original.38x75!m.jpg,655 produkter,Oljeovn,Oljeovn,/kategorier/oljeovn,filter,Hjem og husholdning>Varme og klima>Varmeovn>Oljeovn,1717733687798267905,12616,18664,Hjem og husholdning,,Oljeovn,12616,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Varme og klima,Varmeovn"
Data,Operativsystem,category,/1888/1888576/alleged-windows-10-retail-boxes-leaked-486660-3.76x75!m.jpg,30 produkter,Operativsystem,Operativsystem,/kategorier/operativsystem,products,Data>Operativsystem,1717733687798267906,11823,1908,Data,"oprativsystem,os,programvare,software",Operativsystem,11823,"software,programvare,os,oprativsystem",false,2021-11-29T04:01:40.409Z,Data
Verktøy,Oppbevaring,category,/1764/1764652/original.78x75!m.jpg,16 produkter,Oppbevaring,Oppbevaring,/kategorier/oppbevaring,products,Bygg og verktøy>Verktøy>Oppbevaring,1717733687799316480,11746,1854,Bygg og verktøy,"verktøykasse,verktøyveske,verktøyvogn",Oppbevaring,11746,"verktøykasse,verktøyvogn,verktøyveske",false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy"
Matoppbevaring,Oppbevaringsglass,category,/2900/2900490/original.100x75!m.jpg,74 produkter,Oppbevaringsglass,Oppbevaringsglass,/kategorier/oppbevaringsglass,products,Hjem og husholdning>Kjøkken>Matoppbevaring>Oppbevaringsglass,1717733687799316481,12037,1348,Hjem og husholdning,oppbevaringskrukke,Oppbevaringsglass,12037,oppbevaringskrukke,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Matoppbevaring"
Hage og utemiljø,Oppblåsbart boblebad,category,/3022/3022879/original.130x75!m.jpg,9 produkter,Oppblåsbart boblebad,Oppblåsbart boblebad,/kategorier/oppblaasbart-boblebad,products,Hage og utemiljø>Oppblåsbart boblebad,1717733687799316482,12680,2905,Hage og utemiljø,"oppblåsbart,spa",Oppblåsbart boblebad,12680,"oppblåsbart,spa",false,2021-11-29T04:01:40.409Z,Hage og utemiljø
Kjøkkenapparater,Oppskjærsmaskin,category,/2257/2257973/FS-200W_Sharp_front_food_LR.68x75!m.jpg,47 produkter,Oppskjærsmaskin,Oppskjærsmaskin,/kategorier/oppskjaersmaskin,products,Hjem og husholdning>Kjøkken>Kjøkkenapparater>Oppskjærsmaskin,1717733687799316483,11855,1836,Hjem og husholdning,"oppskjæringsmaskin,skjæremaskin",Oppskjærsmaskin,11855,"skjæremaskin,oppskjæringsmaskin",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Kjøkkenapparater"
Hvitevarer,Oppvaskmaskin,category,/1687/1687369/original.62x75!m.jpg,359 produkter,Oppvaskmaskin,Oppvaskmaskin,/kategorier/oppvaskmaskin,products,Hvitevarer>Oppvaskmaskin,1717733687800365056,248,8002,Hvitevarer,,Oppvaskmaskin,248,,false,2021-11-29T04:01:40.409Z,Hvitevarer
Kjøkkenutstyr,Oppvaskstativ,category,/3104/3104909/71FhfgAEmcL._AC_SL1500_.96x75!m.jpg,24 produkter,Oppvaskstativ,Oppvaskstativ,/kategorier/oppvaskstativ,products,Hjem og husholdning>Kjøkken>Kjøkkenutstyr>Oppvaskstativ,1717733687800365057,12958,1218,Hjem og husholdning,,Oppvaskstativ,12958,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Kjøkkenutstyr"
Datakomponenter,Optiske enheter,category,/18/18824/plextor_px716a.112x75!m.jpg,33 produkter,Optiske enheter,Optiske enheter,/kategorier/optiske-enheter,products,Data>Datakomponenter>Optiske enheter,1717733687800365058,40,1285,Data,,Optiske enheter,40,,false,2021-11-29T04:01:40.409Z,"Data,Datakomponenter"
Veggplater og bygningsplater,OSB Plater,category,/3073/3073553/original.130x75!m.jpg,342 produkter,OSB Plater,OSB Plater,/kategorier/osb-plater,filter,Bygg og verktøy>Trelast og byggevarer>Veggplater og bygningsplater>OSB Plater,1717733687800365059,12830,5956,Bygg og verktøy,,OSB Plater,12830,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Trelast og byggevarer,Veggplater og bygningsplater"
Kjøkkenutstyr,Ostehøvel,category,/2907/2907026/original.76x75!m.jpg,39 produkter,Ostehøvel,Ostehøvel,/kategorier/ostehovel,products,Hjem og husholdning>Kjøkken>Kjøkkenutstyr>Ostehøvel,1717733687801413632,12050,1499,Hjem og husholdning,"osteskjærer,osthøvel",Ostehøvel,12050,"osthøvel,osteskjærer",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Kjøkkenutstyr"
Kjøkkenkniv,Ostekniv,category,/3233/3233012/fiskars-functional-form-ostekniv-hvid-1015987-28254-1.640x110m.300x52!m.jpg,674 produkter,Ostekniv,Ostekniv,/kategorier/ostekniv,filter,Hjem og husholdning>Kjøkken>Kjøkkenkniv>Ostekniv,1717733687801413633,13586,5730,Hjem og husholdning,,Ostekniv,13586,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Kjøkken,Kjøkkenkniv"
Fiske,Oterfiske,category,/3269/3269235/900026-1.232x75!m.jpg,32 produkter,Oterfiske,Oterfiske,/kategorier/oterfiske,products,Sport og friluftsliv>Fiske>Oterfiske,1717733687801413634,13725,1023,Sport og friluftsliv,,Oterfiske,13725,,false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Fiske"
Klær og sko,Overdeler,category,/2983/2983827/original.58x75!m.jpg,1938 produkter,Overdeler,Overdeler,/kategorier/overdeler,categories,Klær og sko>Overdeler,1717733687801413635,11596,18149,Klær og sko,,Overdeler,11596,,false,2021-11-29T04:01:40.409Z,Klær og sko
Barneklær,Overdeler til barn,category,/3269/3269578/i.66x75!m.jpg,590 produkter,Overdeler til barn,Overdeler til barn,/kategorier/overdeler-til-barn,categories,Klær og sko>Barneklær>Overdeler til barn,1717733687801413636,13348,2928,Klær og sko,,Overdeler til barn,13348,,false,2021-11-29T04:01:40.409Z,"Klær og sko,Barneklær"
Rengjøring,Overflatedesinfeksjon,category,/3095/3095668/243324-prod243324.32x75!m.jpg,63 produkter,Overflatedesinfeksjon,Overflatedesinfeksjon,/kategorier/overflatedesinfeksjon,products,Hjem og husholdning>Rengjøring>Overflatedesinfeksjon,1717733687801413637,12908,1133,Hjem og husholdning,"desinfeksjonsspray,desinfeksjonssprit",Overflatedesinfeksjon,12908,"desinfeksjonsspray,desinfeksjonssprit",false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Rengjøring"
Elektroverktøy,Overfres,category,/1580/1580279/overfres.68x75!m.jpg,49 produkter,Overfres,Overfres,/kategorier/overfres,products,Bygg og verktøy>Verktøy>Elektroverktøy>Overfres,1717733687802462208,11337,2873,Bygg og verktøy,"håndoverfres,kantoverfres",Overfres,11337,"kantoverfres,håndoverfres",false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Verktøy,Elektroverktøy"
Barnesko,Overgangsko til barn,category,/3288/3288139/i.80x75!m.jpg,32 produkter,Overgangsko til barn,Overgangsko til barn,/kategorier/overgangsko-til-barn,products,Klær og sko>Barneklær>Barnesko>Overgangsko til barn,1717733687802462209,13769,1279,Klær og sko,,Overgangsko til barn,13769,,false,2021-11-29T04:01:40.409Z,"Klær og sko,Barneklær,Barnesko"
Seng,Overmadrass,category,/3134/3134233/20170706-IMG_6082-p.102x75!m.jpg,28 produkter,Overmadrass,Overmadrass,/kategorier/overmadrass,products,Hjem og husholdning>Møbler>Seng>Overmadrass,1717733687802462210,13079,1384,Hjem og husholdning,,Overmadrass,13079,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Møbler,Seng"
Nettverk,Overvåkningskamera og nettverkskamera,category,/1571/1571049/original%20%281%29.104x75!m.jpg,132 produkter,Overvåkningskamera og nettverkskamera,Overvåkningskamera og nettverkskamera,/kategorier/overvakningskamera-og-nettverkskamera,products,Data>Nettverk>Overvåkningskamera og nettverkskamera,1717733687802462211,11332,7035,Data,"ip kamera,kameraovervåkning",Overvåkningskamera og nettverkskamera,11332,"ip kamera,kameraovervåkning",false,2021-11-29T04:01:40.409Z,"Data,Nettverk"
Bygg og verktøy,Ovn og peis,category,/3038/3038890/original.28x75!m.png,435 produkter,Ovn og peis,Ovn og peis,/kategorier/ovn-og-peis,categories,Bygg og verktøy>Ovn og peis,1717733687803510784,12744,16178,Bygg og verktøy,,Ovn og peis,12744,,false,2021-11-29T04:01:40.409Z,Bygg og verktøy
Peistilbehør,Ovnsvifte,category,/3039/3039258/13500.70x75!m.jpg,47 produkter,Ovnsvifte,Ovnsvifte,/kategorier/ovnsvifte,filter,Bygg og verktøy>Ovn og peis>Peistilbehør>Ovnsvifte,1717733687803510785,12749,11644,Bygg og verktøy,,Ovnsvifte,12749,,false,2021-11-29T04:01:40.409Z,"Bygg og verktøy,Ovn og peis,Peistilbehør"
Huawei deksel,P20 deksel,category,/2989/2989180/original.36x75!m.jpg,1569 produkter,P20 deksel,P20 deksel,/kategorier/p20-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P20 deksel,1717733687803510786,12451,2511,Mobil og nettbrett,,P20 deksel,12451,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Huawei deksel,P20 Lite deksel,category,/2989/2989767/original.36x75!m.jpg,1569 produkter,P20 Lite deksel,P20 Lite deksel,/kategorier/p20-lite-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P20 Lite deksel,1717733687803510787,12453,2511,Mobil og nettbrett,,P20 Lite deksel,12453,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Huawei deksel,P20 Pro deksel,category,/2986/2986599/original.36x75!m.jpg,1569 produkter,P20 Pro deksel,P20 Pro deksel,/kategorier/p20-pro-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P20 Pro deksel,1717733687803510788,12434,2511,Mobil og nettbrett,,P20 Pro deksel,12434,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Huawei deksel,P30 deksel,category,/2986/2986870/original.36x75!m.jpg,1569 produkter,P30 deksel,P30 deksel,/kategorier/p30-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P30 deksel,1717733687804559360,12438,2511,Mobil og nettbrett,,P30 deksel,12438,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Huawei deksel,P30 Lite deksel,category,/2987/2987557/original.56x75!m.jpg,1569 produkter,P30 Lite deksel,P30 Lite deksel,/kategorier/p30-lite-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P30 Lite deksel,1717733687804559361,12443,2511,Mobil og nettbrett,,P30 Lite deksel,12443,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Huawei deksel,P30 Pro deksel,category,/2986/2986696/original.36x75!m.jpg,1569 produkter,P30 Pro deksel,P30 Pro deksel,/kategorier/p30-pro-deksel,filter,Mobil og nettbrett>Mobildeksel>Huawei deksel>P30 Pro deksel,1717733687804559362,12437,2511,Mobil og nettbrett,,P30 Pro deksel,12437,,false,2021-11-29T04:01:40.409Z,"Mobil og nettbrett,Mobildeksel,Huawei deksel"
Vannsport,Packraft,category,/3229/3229487/original.102x75!m.jpg,30 produkter,Packraft,Packraft,/kategorier/packraft,products,Sport og friluftsliv>Sportsutstyr>Vannsport>Packraft,1717733687805607936,13562,1669,Sport og friluftsliv,,Packraft,13562,,false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Sportsutstyr,Vannsport"
Racketsport,Padel,category,/3242/3242832/i.48x75!m.png,252 produkter,Padel,Padel,/kategorier/padel,categories,Sport og friluftsliv>Sportsutstyr>Racketsport>Padel,1717733687805607937,13630,1603,Sport og friluftsliv,,Padel,13630,,false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Sportsutstyr,Racketsport"
Padel,Padelball,category,/3243/3243008/i.48x75!m.jpg,34 produkter,Padelball,Padelball,/kategorier/padelball,products,Sport og friluftsliv>Sportsutstyr>Racketsport>Padel>Padelball,1717733687805607938,13633,1008,Sport og friluftsliv,,Padelball,13633,,false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Sportsutstyr,Racketsport,Padel"
Padel,Padelracket,category,/3242/3242836/i.76x75!m.jpg,218 produkter,Padelracket,Padelracket,/kategorier/padelracket,products,Sport og friluftsliv>Sportsutstyr>Racketsport>Padel>Padelracket,1717733687805607939,13631,1603,Sport og friluftsliv,,Padelracket,13631,,false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Sportsutstyr,Racketsport,Padel"
Vannsport,Padleåre,category,/3232/3232134/i.32x75!m.jpg,84 produkter,Padleåre,Padleåre,/kategorier/padleaare,products,Sport og friluftsliv>Sportsutstyr>Vannsport>Padleåre,1717733687806656512,13578,1455,Sport og friluftsliv,"kajakkåre,kanoåre",Padleåre,13578,"kajakkåre,kanoåre",false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Sportsutstyr,Vannsport"
Bære og frakte,Pakksekk,category,/3287/3287653/bd8fc45612424085b18abf0bfe77b7c0.44x75!m.png,190 produkter,Pakksekk,Pakksekk,/kategorier/pakksekk,products,Sport og friluftsliv>Bære og frakte>Pakksekk,1717733687806656513,11503,1574,Sport og friluftsliv,"pakksekk,pakksekker,tørrsekk,tørrsekker",Pakksekk,11503,"tørrsekk,pakksekker,tørrsekker,pakksekk",false,2021-11-29T04:01:40.409Z,"Sport og friluftsliv,Bære og frakte"
Varmeovn,Panelovn,category,/3018/3018351/original.154x75!m.jpg,655 produkter,Panelovn,Panelovn,/kategorier/panelovn,filter,Hjem og husholdning>Varme og klima>Varmeovn>Panelovn,1717733687806656514,12617,18664,Hjem og husholdning,,Panelovn,12617,,false,2021-11-29T04:01:40.409Z,"Hjem og husholdning,Varme og klima,Varmeovn"
