product_id,category_id,main
294319,10101,1
337084,12016,1
350297,12810,1
350740,11414,1
378701,10101,1
397967,11285,1
446663,11470,1
446671,11470,1
521234,13695,1
256253,11412,1
257453,11597,1
274569,11546,1
283018,11470,1
350381,11597,1
387177,13484,1
392291,11470,1
521239,11285,1
255372,11471,1
324128,11633,1
388723,12488,1
389082,13484,1
483561,12488,1
251284,11422,1
285066,11422,1
324678,11893,1
324679,11893,1
392292,11470,1
399496,12699,1
441178,12855,1
445103,11893,1
211054,11412,1
249625,12488,1
254250,11469,1
254251,11469,1
257455,11597,1
285667,11597,1
399499,12699,1
411775,11633,1
422383,12810,1
445109,11893,1
464338,11285,1
491961,13540,1
422796,11996,1
424440,13421,1
456891,11524,1
400611,12006,1
391598,13424,1
518489,10328,1
324842,11524,1
439912,284,1
108212,283,1
215592,11908,1
408473,9,1
412158,12776,1
494429,29,1
32891,138,1
101951,22,1
126608,93,1
306936,11177,1
100614,28,1
353604,11774,1
361876,44,1
462992,11692,1
93459,11060,1
208818,9,1
404372,29,1
437067,11334,1
231279,10019,1
422803,12332,1
252701,27,1
293310,29,1
462931,2,1
320467,26,1
194094,5,1
199838,283,1
200761,283,1
246767,28,1
473920,13349,1
89531,24,1
126603,93,1
207596,256,1
237183,27,1
300798,11362,1
304380,11100,1
456721,2,1
365710,52,1
208801,138,1
226102,11091,1
243595,27,1
249668,267,1
326277,9,1
455440,10102,1
473032,2,1
475289,2,1
173005,269,1
251411,284,1
520688,13746,1
93445,27,1
126601,93,1
153496,11032,1
201526,283,1
211938,11060,1
276197,9,1
257646,261,1
408748,10003,1
471041,2,1
126606,93,1
177507,33,1
210497,93,1
308197,269,1
408825,10003,1
55977,269,1
169435,9,1
206474,92,1
475482,10,1
482544,13381,1
91685,284,1
280905,27,1
320095,2,1
428454,11414,1
425559,11288,1
425560,11288,1
69473,88,1
121516,11663,1
502733,12484,1
502753,12484,1
522188,12322,1
521971,11470,1
521131,11938,1
521188,11713,1
519804,11083,1
519422,11414,1
519436,10136,1
519352,13359,1
518377,11083,1
518379,11083,1
518196,11083,1
517661,11470,1
516179,11470,1
512722,11524,1
280275,10111,1
348789,10342,1
357703,12876,1
358982,11386,1
511661,10328,1
294052,11284,1
402289,11386,1
423937,11210,1
500108,11077,1
158013,11021,1
394298,12976,1
505208,11327,1
506375,12046,1
516052,11279,1
456860,12609,1
476627,11844,1
480097,12041,1
486624,11278,1
496662,11258,1
497078,275,1
500191,11077,1
435842,12041,1
438252,12609,1
456434,11258,1
479325,10111,1
497073,275,1
498326,13571,1
179003,11258,1
393894,11284,1
476469,277,1
504444,12037,1
157336,10111,1
351568,11445,1
366997,275,1
457168,11846,1
476513,11047,1
481837,11047,1
486395,11969,1
224103,277,1
226440,12882,1
269866,11102,1
397259,12887,1
417834,11976,1
270000,11716,1
357723,12876,1
357725,12876,1
417565,11399,1
435828,11399,1
476460,11969,1
313305,11993,1
357726,12876,1
417833,11976,1
449744,11327,1
500123,11077,1
509341,10052,1
179311,11307,1
397580,10111,1
178813,275,1
350785,11409,1
367007,275,1
417402,11973,1
500067,11077,1
180465,11077,1
279762,11445,1
352140,11386,1
417828,11975,1
368926,11037,1
425971,11077,1
292239,11077,1
292257,11047,1
310888,10111,1
356954,11999,1
400102,11102,1
452207,11085,1
500136,11077,1
262494,243,1
342966,11999,1
338742,11969,1
351623,11445,1
405279,10343,1
507582,13424,1
416877,11380,1
313306,11993,1
342463,11378,1
345270,11021,1
402050,11380,1
405282,10343,1
435913,12033,1
507271,11427,1
330958,11021,1
393673,11284,1
394445,11047,1
465258,11210,1
498784,12033,1
180453,11077,1
339614,11969,1
352971,11210,1
452748,11077,1
180408,11077,1
359706,12882,1
427922,12882,1
457409,11812,1
506224,12687,1
505272,11427,1
501281,12007,1
499807,11077,1
495207,11470,1
351748,11414,1
426437,11536,1
448681,13057,1
444388,11423,1
442892,69,1
441513,63,0
441513,2,1
438877,11422,1
437825,11060,1
436068,11295,1
436069,11295,1
432241,11470,1
328508,11906,1
430591,11647,1
442836,11209,1
522359,11359,1
330063,11912,1
344671,12031,1
382156,11508,1
389111,12536,1
430705,10325,1
452569,11656,1
504219,12308,1
425277,12174,1
255754,11517,1
387629,11656,1
369568,12000,1
386710,11415,1
459196,10102,1
218033,11251,1
243490,10120,1
252798,10122,1
340272,11669,1
352485,11669,1
423588,11820,1
455418,10102,1
455457,10102,1
459623,10102,1
459624,10102,1
509123,10102,1
204612,11037,1
347617,11079,1
384039,10313,1
384051,10313,1
455417,10102,1
455454,10102,1
455461,10102,1
459201,10102,1
459289,10102,1
459632,10102,1
459659,10102,1
487594,13471,1
265246,11079,1
376945,10102,1
402051,11825,1
407206,12764,1
483918,10102,1
483919,10102,1
377574,12262,1
367416,12262,1
335923,11488,1
335954,11488,1
335922,11488,1
335952,11488,1
335924,11488,1
335959,11488,1
335960,11488,1
443283,11488,1
443296,11488,1
501278,11488,1
335919,11488,1
443288,11488,1
501277,11488,1
301109,11548,1
297372,11534,1
296033,51,1
488316,11078,1
218364,10122,1
213709,10120,1
259412,11825,1
264923,10125,1
270448,11655,1
355401,10136,1
500760,2,1
491449,2,1
491452,2,1
294230,11412,1
488280,2,1
488286,2,1
488288,2,1
488291,2,1
488294,2,1
488295,2,1
488296,2,1
488110,2,1
488143,2,1
488172,2,1
426906,12173,1
486786,2,1
257047,11567,1
484831,10070,1
483380,2,1
483386,2,1
483371,2,1
483293,2,1
483156,2,1
483165,2,1
482996,2,1
482847,32,1
481560,12000,1
516637,11194,1
481139,11336,1
481081,10136,1
480897,10136,1
480722,13387,1
477663,11706,1
311643,29,1
475983,26,1
476003,2,1
473896,262,1
474905,13355,1
475152,10051,1
475283,2,1
472402,11707,1
472434,11781,1
473030,2,1
469662,2,1
466607,2,1
466608,2,1
466612,2,1
466627,2,1
466628,2,1
467479,10136,1
467556,10136,1
466604,2,1
461746,2,1
461747,2,1
461756,2,1
461760,2,1
461762,2,1
461765,2,1
462303,12548,1
460560,33,1
453835,11187,1
453869,2,1
454136,13139,1
452909,2,1
452914,2,1
452916,2,1
451562,2,1
451567,2,1
451588,2,1
451589,2,1
451594,2,1
518247,12888,1
446711,11470,1
494653,13318,1
445297,13424,1
504133,274,1
502534,11047,1
499752,11047,1
497770,11276,1
494404,29,1
496635,11996,1
492777,10341,1
492423,11284,1
487555,13393,1
487264,2,1
486165,11282,1
485968,13121,1
484667,13273,1
483030,11644,1
474564,13352,1
473633,11684,1
472905,11894,1
472256,11706,1
471879,11781,1
470363,11419,1
468894,12759,1
465500,12887,1
464543,12261,1
464121,13274,1
462475,11813,1
451702,13097,1
445504,11535,1
489655,10327,1
410743,11414,1
409453,2,1
173253,11237,1
241685,24,1
66088,30,1
259646,11305,1
420888,27,1
420891,27,1
467452,35,1
309202,10,1
218214,27,1
309211,10,1
501017,11485,1
287634,29,1
336807,10120,1
386518,11415,1
472214,11305,1
517259,32,1
167282,51,1
293733,9,1
186427,32,1
511371,29,1
251115,27,1
252345,27,1
417337,10341,1
390179,11599,1
206718,11381,1
385815,5,1
448418,11031,1
490463,2,1
490465,2,1
243990,52,1
381643,9,1
496528,9,1
270872,11078,1
394599,9,1
414875,11308,1
420879,27,1
423455,276,1
446184,11195,1
484551,29,1
399662,16,1
440641,12974,1
305406,13,1
307357,5,1
281951,279,1
315757,30,1
321677,10121,1
326097,35,1
277880,11378,1
476269,29,1
476634,11846,1
489324,27,1
500810,32,1
516278,11050,1
521891,13622,1
521970,13758,1
496521,11280,1
493960,29,1
494286,29,1
494646,13318,1
210526,9,1
244546,9,1
295558,11031,1
308510,27,1
320063,259,1
341172,259,1
373211,12176,1
381642,9,1
494374,13318,1
175996,29,1
229685,279,1
488134,2,1
494407,29,1
244967,41,1
400065,11279,1
403970,29,1
514393,10026,1
481066,10136,1
487557,13393,1
499100,11412,1
476856,12730,1
479115,11599,1
473213,11428,1
323460,71,1
328610,29,1
336700,51,1
465589,5,1
494630,13318,1
258615,5,1
508153,13451,1
508161,11332,1
510930,11630,1
367092,11279,1
415759,27,1
469885,9,1
508151,13451,1
287496,29,1
313694,51,1
518669,279,1
274748,19,1
360422,11091,1
508150,13451,1
372536,26,1
375953,11812,1
433336,19,1
514514,51,1
40060,58,1
418879,9,1
445957,11332,1
496851,36,1
316321,69,1
386344,5,1
477353,11571,1
498460,262,1
293800,71,1
336793,51,1
487625,11406,1
246517,11500,1
328328,209,1
461235,279,1
305899,11329,1
375809,29,1
498461,279,1
175555,56,1
229860,56,1
351421,29,1
359236,280,1
336530,9,1
369797,11182,1
400246,63,1
249519,9,1
306284,11329,1
367294,209,1
499739,59,1
151035,29,1
226429,28,1
324010,51,1
318883,13,1
335568,36,1
336531,9,1
341299,29,1
391023,63,1
453970,29,1
239855,26,1
340892,29,1
305706,9,1
307844,13,1
194816,9,1
374508,9,1
415144,27,1
251114,11379,1
465547,5,1
493695,29,1
506703,11470,1
282278,59,1
295717,52,1
336532,9,1
436677,19,1
443047,5,1
404575,29,1
437478,28,1
453973,29,1
458045,42,1
282279,59,1
422703,19,1
428450,57,1
434570,44,1
480356,262,1
492402,51,1
493527,33,1
286965,10,1
331652,2,1
340136,206,1
423932,9,1
434077,279,1
436445,22,1
443744,5,1
217728,11217,1
237296,27,1
320105,2,1
402843,26,1
422126,261,1
167863,11199,1
318104,11406,1
355233,29,1
411508,63,1
458240,42,1
478506,2,1
244492,11031,1
260940,63,1
351360,42,1
355470,29,1
341327,27,1
454578,9,1
328628,29,1
369564,19,1
501187,51,1
364004,29,1
371416,262,1
499751,11047,1
309797,13,1
311901,22,1
381626,29,1
408681,9,1
308946,9,1
330446,27,1
206471,259,1
331484,2,1
351418,29,1
498290,11422,1
382302,89,1
212451,36,1
318343,2,1
319092,2,1
319165,71,1
319213,2,1
319484,2,1
340141,206,1
331142,71,1
355238,29,1
374468,13,1
247379,6,1
274134,29,1
308117,26,1
370438,2,1
447565,11380,1
312719,11590,1
314566,19,1
446749,11697,1
262336,19,1
309338,11844,1
177489,5,1
493537,33,1
42268,11774,1
325121,11199,1
359450,10111,1
158043,27,1
462018,19,1
456645,13451,1
488634,9,1
490014,9,1
152200,14,1
367088,11812,1
367099,11278,1
59376,94,1
320682,69,1
365734,52,1
366008,53,1
202988,262,1
368893,42,1
202836,28,1
469950,30,1
168297,56,1
317133,52,1
351476,27,1
375097,11332,1
305243,10003,1
307034,19,1
314544,19,1
317135,52,1
365958,52,1
308487,26,1
320621,42,1
251905,27,1
293385,51,1
252965,27,1
285420,53,1
317212,27,1
261278,52,1
261283,52,1
285419,53,1
285528,53,1
16444,11594,1
255951,11590,1
340879,29,1
284323,51,1
252690,27,1
341320,27,1
237179,27,1
239924,5,1
248856,28,1
328603,29,1
432317,29,1
173101,36,1
224750,261,1
237301,27,1
249164,27,1
519363,30,1
519365,30,1
196917,27,1
211940,88,1
367105,11278,1
367113,11278,1
416529,12029,1
508152,13451,1
354864,12029,1
367094,11822,1
153327,27,1
289820,259,1
327476,261,1
350928,262,1
276205,262,1
163633,262,1
300766,29,1
359756,33,1
173956,30,1
287840,5,1
351504,27,1
488632,9,1
503872,12196,1
280276,10111,1
480882,10136,1
481656,10326,1
287736,29,1
340886,29,1
340894,29,1
360115,2,1
471829,11380,1
471831,11380,1
471832,11380,1
168268,11774,1
169595,27,1
169596,27,1
179542,14,1
195056,5,1
195674,27,1
201139,13,1
207425,51,1
208264,5,1
219530,11060,1
250764,10056,1
273913,29,1
309554,9,1
326278,9,1
363260,27,1
369495,9,1
163617,262,1
194794,9,1
195010,10022,1
195711,262,1
196909,30,1
199991,283,1
200001,283,1
212882,11642,1
223588,11032,1
223735,56,1
248098,13,1
250558,51,1
281925,29,1
282399,27,1
317210,27,1
335522,36,1
357537,36,1
357590,36,1
199457,11060,1
202989,29,1
207428,169,1
223589,10006,1
239575,262,1
250507,11265,1
281725,27,1
288142,10005,1
307787,51,1
315213,11470,1
330376,9,1
344304,71,1
354578,77,1
247746,11312,1
287389,29,1
287967,26,1
288039,26,1
320997,29,1
340915,29,1
362607,26,1
365380,29,1
201150,259,1
245995,63,1
251435,26,1
261277,52,1
269541,10005,1
274118,29,1
276193,10034,1
282778,9,1
290465,69,1
293014,11161,1
293366,2,1
293797,71,1
294163,11470,1
294324,29,1
296588,71,1
296600,71,1
315974,69,1
316892,71,1
340907,29,1
357558,36,1
360136,2,1
61151,11774,1
288035,26,1
292974,11217,1
304119,29,1
306759,26,1
307476,63,1
308072,26,1
308164,71,1
308166,71,1
308222,13318,1
311301,27,1
312148,10048,1
320461,26,1
320462,26,1
320465,26,1
320472,29,1
330038,69,1
375836,63,1
467763,279,1
24890,95,1
59378,94,1
66642,138,1
94586,10019,1
103736,36,1
141467,262,1
146009,262,1
152933,27,1
163686,262,1
199986,283,1
202319,283,1
202991,262,1
320082,2,1
320637,69,1
324973,69,1
330012,69,1
341529,2,1
343612,63,1
375123,11332,1
159296,262,1
199964,283,1
199976,283,1
199988,283,1
251150,58,1
261047,284,1
261373,11954,1
291471,19,1
302997,71,1
307390,11258,1
328848,71,1
328850,71,1
346421,29,1
346612,29,1
355241,26,1
360107,2,1
366893,71,1
366918,2,1
368974,2,1
370432,2,1
376650,2,1
388524,2,1
395102,2,1
404090,29,1
208699,27,1
280693,26,1
287656,29,1
293799,71,1
319052,29,1
319055,69,1
319216,71,1
328849,71,1
331143,71,1
342116,275,1
346624,29,1
355163,11279,1
366916,2,1
366919,2,1
366961,29,1
377082,2,1
383738,2,1
388525,2,1
388527,2,1
388535,2,1
398693,71,1
446753,11318,1
479619,11332,1
93447,27,1
283243,11070,1
302992,71,1
306885,71,1
319214,2,1
319437,2,1
319480,2,1
319493,2,1
320681,2,1
330473,256,1
331665,2,1
339621,11458,1
341942,11307,1
348556,5,1
355472,29,1
359985,29,1
360082,2,1
364978,2,1
365418,69,1
367112,11378,1
387070,11329,1
388530,2,1
388531,2,1
388545,2,1
388546,2,1
419713,11494,1
151103,17,1
192997,29,1
225375,94,1
237959,11031,1
253706,90,1
253707,90,1
258512,10026,1
293277,10005,1
319478,2,1
319479,2,1
321512,2,1
325129,2,1
340576,19,1
340592,19,1
340881,29,1
351414,29,1
355745,29,1
360140,2,1
366920,2,1
371204,69,1
388518,2,1
422229,9,1
231276,10019,1
286963,10,1
296191,71,1
302989,71,1
308920,10,1
308922,10,1
309553,9,1
317684,29,1
324694,10,1
325064,10,1
325130,2,1
329438,71,1
329516,29,1
340900,10,1
340951,10,1
351412,29,1
381927,13318,1
392615,11291,1
414636,29,1
416566,11820,1
440260,33,1
494462,13318,1
494655,13318,1
246817,9,1
254186,22,1
287726,29,1
297840,63,1
315212,11642,1
331149,256,1
360141,2,1
361108,13,1
364979,2,1
364984,2,1
366883,71,1
366917,2,1
369780,2,1
377083,2,1
383736,2,1
388487,2,1
388526,2,1
388532,2,1
388541,2,1
395103,2,1
438719,2,1
492395,71,1
250674,51,1
287511,29,1
287665,29,1
313620,69,1
317703,29,1
323246,51,1
323247,51,1
326900,29,1
328305,69,1
330013,69,1
355740,29,1
355742,29,1
360000,29,1
375825,29,1
389313,33,1
404095,29,1
440262,33,1
247354,11161,1
251196,10003,1
310290,11458,1
318691,11374,1
321858,69,1
324980,10,1
330011,69,1
365471,69,1
365473,69,1
367089,11812,1
367119,11279,1
169133,11055,1
252344,27,1
328624,29,1
494402,29,1
496530,11070,1
519107,11305,1
235988,11668,1
330654,11305,1
366904,57,1
374135,243,1
457594,10,1
494659,13318,1
76068,11774,1
211220,10005,1
341455,11380,1
329513,9,1
362971,9,1
420866,27,1
438049,11379,1
201880,29,1
195553,279,1
472978,11887,1
472982,11887,1
472976,11887,1
171885,10125,1
206816,33,1
371868,10136,1
276541,51,1
472988,11887,1
265455,11451,1
447240,11628,1
467782,27,1
390121,2,1
392590,10136,1
432220,29,1
440836,12855,1
454641,42,1
281082,91,1
362087,42,1
489943,11418,1
496532,9,1
497546,11612,1
372492,11280,1
243025,256,1
253667,10,1
275641,10,1
275642,10,1
311391,10058,1
252665,11455,1
404571,29,1
159265,11774,1
237177,27,1
246830,9,1
276176,27,1
355467,29,1
311302,27,1
340918,29,1
413839,69,1
399599,11199,1
216110,88,1
258031,9,1
381923,13318,1
295879,95,1
154536,9,1
503475,11161,1
499664,13392,1
354579,77,1
253700,262,1
296230,51,1
252685,27,1
316687,27,1
359996,92,1
504572,12308,1
492018,13485,1
324731,261,1
468936,11894,1
401601,11179,1
217724,11217,1
252966,27,1
491445,2,1
237298,27,1
518309,12888,1
511957,248,1
506026,11895,1
505291,11894,1
504359,11894,1
504363,12524,1
504307,2,1
504327,2,1
500639,12682,1
500687,2,1
500021,11707,1
492574,29,1
491126,11422,1
491119,11422,1
490984,11634,1
489530,11419,1
489344,13273,1
487199,2,1
484628,11036,1
476320,275,1
467776,27,1
256694,11282,1
418568,27,1
413270,29,1
428455,11414,1
311297,26,1
269874,11102,1
354743,12609,1
482781,279,1
277645,9,1
434469,12949,1
387244,10323,1
456458,11258,1
502868,12910,1
477431,12910,1
366528,11546,1
372251,12174,1
395228,11534,1
445565,11535,1
466720,10341,1
470697,12890,1
429368,12888,1
502867,12910,1
511615,11894,1
518223,12888,1
342276,11534,1
445610,11535,1
455784,13150,1
518295,12888,1
405419,11412,1
466138,10341,1
466714,10341,1
481219,12725,1
