parent,title_no,internal_doc_type,image_url,description,title,title_phonetic,url,tags,path,_version_,internal_doc_id,popularity,root,alias,title_edge_ngram,id,alias_no,adult,last_modified,parents
Hjelm,BMX-hjelm og skatehjelm,category,/3089/3089022/original.884x1000m.66x75!m.jpg,591 produkter,BMX-hjelm og skatehjelm,BMX-hjelm og skatehjelm,/kategorier/bmx-hjelm-og-skatehjelm,filter,Sport og friluftsliv>Sportsutstyr>Hjelm>BMX-hjelm og skatehjelm,1711025782809165825,12893,1624,Sport og friluftsliv,,BMX-hjelm og skatehjelm,12893,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Hjelm"
Vinterjakke,Boblejakke,category,/3045/3045542/ell_1552688-02_Fs.56x75!m.png,2116 produkter,Boblejakke,Boblejakke,/kategorier/boblejakke,filter,Klær og sko>Ytterjakke>Vinterjakke>Boblejakke,1711025782809165826,12768,4127,Klær og sko,,Boblejakke,12768,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Ytterjakke,Vinterjakke"
Undertøy,Body,category,/3150/3150647/i.52x75!m.jpg,23 produkter,Body,Body,/kategorier/body,products,Klær og sko>Undertøy>Body,1711025782810214400,13162,1011,Klær og sko,,Body,13162,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Undertøy"
Kroppspleie,Bodylotion,category,/3157/3157095/original.224x765m.22x75!m.jpg,336 produkter,Bodylotion,Bodylotion,/kategorier/bodylotion,products,Skjønnhet og helse>Kroppspleie>Bodylotion,1711025782810214401,11651,1412,Skjønnhet og helse,"fuktighetskrem,hudkrem,hudpleie,krem,kroppspleie",Bodylotion,11651,"hudkrem,krem,fuktighetskrem,kroppspleie,hudpleie",false,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Kroppspleie"
Hylle,Bokhylle,category,/3140/3140677/hd_aw15_sp0421_ps.48x75!m.jpg,341 produkter,Bokhylle,Bokhylle,/kategorier/bokhylle,filter,Hjem og husholdning>Møbler>Hylle>Bokhylle,1711025782810214402,13113,1178,Hjem og husholdning,bokreol,Bokhylle,13113,bokreol,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Møbler,Hylle"
Småoppbevaring,Boks,category,/2969/2969242/original.88x75!m.jpg,289 produkter,Boks,Boks,/kategorier/boks,filter,Hjem og husholdning>Interiør>Småoppbevaring>Boks,1711025782810214403,12277,1276,Hjem og husholdning,eske,Boks,12277,eske,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Interiør,Småoppbevaring"
Bokseutstyr,Boksehansker,category,/3029/3029709/original.74x75!m.jpg,16 produkter,Boksehansker,Boksehansker,/kategorier/boksehansker,products,Sport og friluftsliv>Sportsutstyr>Bokseutstyr>Boksehansker,1711025782822797312,12734,1088,Sport og friluftsliv,,Boksehansker,12734,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Bokseutstyr"
Bokseutstyr,Boksesekk,category,/3029/3029715/2720833_341a868f7232.44x75!m.jpg,48 produkter,Boksesekk,Boksesekk,/kategorier/boksesekk,products,Sport og friluftsliv>Sportsutstyr>Bokseutstyr>Boksesekk,1711025782822797313,12733,1177,Sport og friluftsliv,,Boksesekk,12733,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Bokseutstyr"
Sportsutstyr,Bokseutstyr,category,/3180/3180382/original.44x75!m.jpg,64 produkter,Bokseutstyr,Bokseutstyr,/kategorier/bokseutstyr,categories,Sport og friluftsliv>Sportsutstyr>Bokseutstyr,1711025782822797314,13332,1195,Sport og friluftsliv,,Bokseutstyr,13332,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr"
Høstjakke og vårjakke,Bomberjakke og pilotjakke,category,/3092/3092765/ylejk1203v_colive_va01.1184x1520m.58x75!m.jpg,752 produkter,Bomberjakke og pilotjakke,Bomberjakke og pilotjakke,/kategorier/bomberjakke-og-pilotjakke,filter,Klær og sko>Ytterjakke>Høstjakke og vårjakke>Bomberjakke og pilotjakke,1711025782823845888,12898,1257,Klær og sko,,Bomberjakke og pilotjakke,12898,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Ytterjakke,Høstjakke og vårjakke"
Sengesett,Bomullsengesett,category,/3025/3025069/original.110x75!m.jpg,223 produkter,Bomullsengesett,Bomullsengesett,/kategorier/bomullsengesett,filter,Hjem og husholdning>Tekstil>Sengetøy>Sengesett>Bomullsengesett,1711025782823845889,12694,1358,Hjem og husholdning,,Bomullsengesett,12694,,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Tekstil,Sengetøy,Sengesett"
Vintersko,Boots,category,/3033/3033986/i.76x75!m.jpg,883 produkter,Boots,Boots,/kategorier/boots,filter,Klær og sko>Sko>Vintersko>Boots,1711025782824894464,10316,3056,Klær og sko,,Boots,10316,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Sko,Vintersko"
Vintersko til barn,Boots og støvletter til barn,category,/3139/3139792/i.74x75!m.jpg,538 produkter,Boots og støvletter til barn,Boots og støvletter til barn,/kategorier/boots-og-stoevletter-til-barn,filter,Klær og sko>Barneklær>Barnesko>Vintersko til barn>Boots og støvletter til barn,1711025782825943040,13108,3833,Klær og sko,,Boots og støvletter til barn,13108,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Barneklær,Barnesko,Vintersko til barn"
Møbler,Bord,category,/2953/2953345/original.52x75!m.jpg,436 produkter,Bord,Bord,/kategorier/bord,products,Hjem og husholdning>Møbler>Bord,1711025782825943041,11602,1257,Hjem og husholdning,,Bord,11602,,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Møbler"
Varme og klima,Bord- og gulvvifte,category,/184/184905/KHD-920Sort.50x75!m.jpg,279 produkter,Bord- og gulvvifte,Bord- og gulvvifte,/kategorier/bord-og-gulvvifte,products,Hjem og husholdning>Varme og klima>Bord- og gulvvifte,1711025782826991616,274,1245,Hjem og husholdning,"bord,bordvifter,vifte",Bord- og gulvvifte,274,"bordvifter,bord,vifte",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Varme og klima"
Kjøkkenapparater,Bordgrill,category,/3149/3149796/16caaacacdc1e2d832d8bdafdf8e9c2e-image.162x75!m.jpg,77 produkter,Bordgrill,Bordgrill,/kategorier/bordgrill,products,Hjem og husholdning>Kjøkken>Kjøkkenapparater>Bordgrill,1711025782828040192,11822,1127,Hjem og husholdning,"bordgrill,elektrisk,kontaktgrill,paninigrill,paninitoaster,universalgrill",Bordgrill,11822,"paninigrill,kontaktgrill,universalgrill,elektrisk,bordgrill,bordgrill,elektrisk,paninitoaster",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Kjøkken,Kjøkkenapparater"
Lampe,Bordlampe,category,/2963/2963875/original.38x75!m.jpg,1561 produkter,Bordlampe,Bordlampe,/kategorier/bordlampe,filter,Hjem og husholdning>Lampe>Bordlampe,1711025782828040193,12231,1652,Hjem og husholdning,"bord,lampe",Bordlampe,12231,"bord,lampe",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Lampe"
Verktøy,Bordsag,category,/1583/1583918/bordsag.58x75!m.jpg,51 produkter,Bordsag,Bordsag,/kategorier/bordsag,products,Bygg og verktøy>Verktøy>Bordsag,1711025782828040194,11193,3175,Bygg og verktøy,"bordsirkelsag,borsag,kløvsag,kløyvsag",Bordsag,11193,"borsag,bordsirkelsag,kløyvsag,kløvsag",false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Verktøy"
Hobby,Bordspill,category,/3238/3238907/i.132x75!m.png,136 produkter,Bordspill,Bordspill,/kategorier/bordspill,products,Hobby>Bordspill,1711025782829088768,13622,1182,Hobby,"spillbord,spillebord",Bordspill,13622,"spillbord,spillebord",false,2021-09-16T03:02:23.579Z,Hobby
Racketsport,Bordtennis,category,/3238/3238327/i.76x75!m.jpg,79 produkter,Bordtennis,Bordtennis,/kategorier/bordtennis,categories,Sport og friluftsliv>Sportsutstyr>Racketsport>Bordtennis,1711025782829088769,11609,1104,Sport og friluftsliv,,Bordtennis,11609,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Racketsport"
Bordtennis,Bordtennisball,category,/3238/3238681/i.42x75!m.png,21 produkter,Bordtennisball,Bordtennisball,/kategorier/bordtennisball,products,Sport og friluftsliv>Sportsutstyr>Racketsport>Bordtennis>Bordtennisball,1711025782830137344,13621,1009,Sport og friluftsliv,,Bordtennisball,13621,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Racketsport,Bordtennis"
Bordtennis,Bordtennisbord,category,/3238/3238391/i.150x75!m.jpg,20 produkter,Bordtennisbord,Bordtennisbord,/kategorier/bordtennisbord,products,Sport og friluftsliv>Sportsutstyr>Racketsport>Bordtennis>Bordtennisbord,1711025782831185920,13619,1053,Sport og friluftsliv,,Bordtennisbord,13619,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Racketsport,Bordtennis"
Bordtennis,Bordtennisracket,category,/3238/3238905/1213-3318-01-1383_1.44x75!m.jpg,38 produkter,Bordtennisracket,Bordtennisracket,/kategorier/bordtennisracket,products,Sport og friluftsliv>Sportsutstyr>Racketsport>Bordtennis>Bordtennisracket,1711025782831185921,13620,1075,Sport og friluftsliv,,Bordtennisracket,13620,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sportsutstyr,Racketsport,Bordtennis"
Bord- og gulvvifte,Bordvifte,category,/3118/3118631/original.694x935m.56x75!m.jpg,428 produkter,Bordvifte,Bordvifte,/kategorier/bordvifte,filter,Hjem og husholdning>Varme og klima>Bord- og gulvvifte>Bordvifte,1711025782832234496,13010,1245,Hjem og husholdning,,Bordvifte,13010,,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Varme og klima,Bord- og gulvvifte"
Elektroverktøy,Borhammer og meiselhammer,category,/2492/2492164/original.154x75!m.jpg,348 produkter,Borhammer og meiselhammer,Borhammer og meiselhammer,/kategorier/borhammer-og-meiselhammer,products,Bygg og verktøy>Verktøy>Elektroverktøy>Borhammer og meiselhammer,1711025782832234497,10125,1672,Bygg og verktøy,"boremaskin,borhammer,bormaskin,borr,brekkhammer,bruddhammer,kombihammer brekkhammer,meislingshammer,skrumaskin,skrumaskiner,slagbor,slagbormaskin,slagdrill,slaghammer",Borhammer og meiselhammer,10125,"slagdrill,borhammer,slagbor,slagbormaskin,kombihammer brekkhammer,meislingshammer,slaghammer,skrumaskiner,skrumaskin,boremaskin,bormaskin,bruddhammer,brekkhammer,borr",false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Verktøy,Elektroverktøy"
Tape,Borrelås tape,category,/3143/3143397/311027.74x75!m.jpg,126 produkter,Borrelås tape,Borrelås tape,/kategorier/borrelaas-tape,filter,Bygg og verktøy>Tape>Borrelås tape,1711025782833283072,13131,1155,Bygg og verktøy,"borrelås teip,borrelåstape,borrelåsteip",Borrelås tape,13131,"borrelås teip,borrelåstape,borrelåsteip",false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Tape"
Undertøy,"Boxer, hipster og truse",category,/3096/3096280/original.319x336m.72x75!m.jpg,203 produkter,"Boxer, hipster og truse","Boxer, hipster og truse",/kategorier/boxer-hipster-og-truse,products,"Klær og sko>Undertøy>Boxer, hipster og truse",1711025782834331648,10325,1798,Klær og sko,,"Boxer, hipster og truse",10325,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Undertøy"
Hjem og husholdning,Brann og sikkerhet,category,/2968/2968103/original.78x75!m.jpg,186 produkter,Brann og sikkerhet,Brann og sikkerhet,/kategorier/brann-og-sikkerhet,categories,Hjem og husholdning>Brann og sikkerhet,1711025782834331649,11184,2482,Hjem og husholdning,,Brann og sikkerhet,11184,,false,2021-09-16T03:02:23.579Z,Hjem og husholdning
Nettverk,Brannmur (Firewall),category,/1437/1437637/firewall.76x75!m.jpg,13 produkter,Brannmur (Firewall),Brannmur (Firewall),/kategorier/brannmur-firewall,products,Data>Nettverk>Brannmur (Firewall),1711025782835380224,11217,1049,Data,,Brannmur (Firewall),11217,,false,2021-09-16T03:02:23.579Z,"Data,Nettverk"
Brann og sikkerhet,Brannslukker,category,/1340/1340035/h%C3%A5ndslukker.34x75!m.jpg,24 produkter,Brannslukker,Brannslukker,/kategorier/brannslukker,products,Hjem og husholdning>Brann og sikkerhet>Brannslukker,1711025782836428800,11185,1418,Hjem og husholdning,"brann,brannskap,brannslukningsapparat,brannteppe,branntepper,håndslukkere,kullsyreslokker,kullsyreslokkere,pulverslokker,pulverslokkere,skumslokker,skumslokkere,slokkespray,slukkeapparat,slukker,slukkere,slukkeskum",Brannslukker,11185,"brannslukningsapparat,håndslukkere,brann,slukker,slukkere,pulverslokker,pulverslokkere,skumslokker,skumslokkere,kullsyreslokker,kullsyreslokkere,brannteppe,branntepper,slukkeskum,brannskap,slokkespray,slukkeapparat",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Brann og sikkerhet"
Solbriller og sportsbriller,Brilleetui,category,/3220/3220244/i.130x75!m.jpg,23 produkter,Brilleetui,Brilleetui,/kategorier/brilleetui,products,Klær og sko>Accessories og tilbehør>Solbriller og sportsbriller>Brilleetui,1711025782836428801,13549,1024,Klær og sko,,Brilleetui,13549,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Accessories og tilbehør,Solbriller og sportsbriller"
Skotilbehør,Brodder,category,/3180/3180039/Brodder.82x75!m.jpg,56 produkter,Brodder,Brodder,/kategorier/brodder,products,Klær og sko>Sko>Skotilbehør>Brodder,1711025782837477376,13323,1117,Klær og sko,,Brodder,13323,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Sko,Skotilbehør"
Hud,Bronzer,category,/2986/2986999/original.70x75!m.jpg,84 produkter,Bronzer,Bronzer,/kategorier/bronzer,products,Skjønnhet og helse>Sminke>Hud>Bronzer,1711025782837477377,11508,1105,Skjønnhet og helse,"bronzing,pudder,sminke,sol,sol-pudder,solpudder",Bronzer,11508,"solpudder,sol-pudder,sol,pudder,bronzing,sminke",false,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Sminke,Hud"
Ammeprodukter og mammautstyr,Brystpumpe,category,/2989/2989032/original.86x75!m.jpg,81 produkter,Brystpumpe,Brystpumpe,/kategorier/brystpumpe,products,Foreldre og barn>Ammeprodukter og mammautstyr>Brystpumpe,1711025782838525952,12447,1614,Foreldre og barn,,Brystpumpe,12447,,false,2021-09-16T03:02:23.579Z,"Foreldre og barn,Ammeprodukter og mammautstyr"
Elektro,Bryter og dimmer,category,/3118/3118754/original.76x75!m.jpg,87 produkter,Bryter og dimmer,Bryter og dimmer,/kategorier/bryter-og-dimmer,products,Bygg og verktøy>Elektro>Bryter og dimmer,1711025782838525953,11261,1513,Bygg og verktøy,"lysbryter,strømbryter,strømbrytere",Bryter og dimmer,11261,"strømbrytere,strømbryter,lysbryter",false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Elektro"
Kjøkkenapparater,Brødbakemaskin,category,/1559/1559217/brodbakemaskin.50x75!m.jpg,49 produkter,Brødbakemaskin,Brødbakemaskin,/kategorier/brodbakemaskin,products,Hjem og husholdning>Kjøkken>Kjøkkenapparater>Brødbakemaskin,1711025782839574528,11306,1226,Hjem og husholdning,"bakemaskin,brødbakemaskiner,brødbakere,brødmaskin,brødmaskiner",Brødbakemaskin,11306,"brødbakemaskiner,brødbakere,bakemaskin,brødmaskin,brødmaskiner",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Kjøkken,Kjøkkenapparater"
Matoppbevaring,Brødboks,category,/2968/2968895/original.100x75!m.jpg,22 produkter,Brødboks,Brødboks,/kategorier/brodboks,products,Hjem og husholdning>Kjøkken>Matoppbevaring>Brødboks,1711025782839574529,12036,1212,Hjem og husholdning,"boks,bomme,brød,brødbomme",Brødboks,12036,"brød,boks,brødbomme,brød,bomme",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Kjøkken,Matoppbevaring"
Kjøkkenkniv,Brødkniv,category,/3233/3233210/global-gs-61-broedkniv-gs-61r-24392-1.640x84m.300x40!m.jpg,662 produkter,Brødkniv,Brødkniv,/kategorier/broedkniv,filter,Hjem og husholdning>Kjøkken>Kjøkkenkniv>Brødkniv,1711025782839574530,13591,1392,Hjem og husholdning,,Brødkniv,13591,,false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Kjøkken,Kjøkkenkniv"
Kjøkkenapparater,Brødrister,category,/1552/1552091/br%C3%B8drister.70x75!m.jpg,256 produkter,Brødrister,Brødrister,/kategorier/brodrister,products,Hjem og husholdning>Kjøkken>Kjøkkenapparater>Brødrister,1711025782839574531,11258,1573,Hjem og husholdning,"bread,brödrost,brödrostar,brød,brødristere,kakskiv,toast,toaster,toster",Brødrister,11258,"toaster,toster,brød,bread,kakskiv,brødristere,brödrost,brödrostar,toast",false,2021-09-16T03:02:23.579Z,"Hjem og husholdning,Kjøkken,Kjøkkenapparater"
Klær og sko,Bukse og shorts,category,/2983/2983949/original.28x75!m.jpg,1337 produkter,Bukse og shorts,Bukse og shorts,/kategorier/bukse-og-shorts,categories,Klær og sko>Bukse og shorts,1711025782840623104,11533,4856,Klær og sko,bukser,Bukse og shorts,11533,bukser,false,2021-09-16T03:02:23.579Z,Klær og sko
Barneklær,Bukse og shorts til barn,category,/3205/3205729/bukse.52x75!m.jpg,520 produkter,Bukse og shorts til barn,Bukse og shorts til barn,/kategorier/bukse-og-shorts-til-barn,categories,Klær og sko>Barneklær>Bukse og shorts til barn,1711025782840623105,13418,1556,Klær og sko,,Bukse og shorts til barn,13418,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Barneklær"
Sexleketøy,Buttplug,category,/3208/3208842/i.46x75!m.jpg,446 produkter,Buttplug,Buttplug,/kategorier/buttplug,filter,Skjønnhet og helse>Sex og lyst>Sexleketøy>Buttplug,1711025782841671680,13462,1356,Skjønnhet og helse,,Buttplug,13462,,true,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Sex og lyst,Sexleketøy"
false,Bygg og verktøy,category,/2970/2970093/original.62x75!m.jpg,12844 produkter,Bygg og verktøy,Bygg og verktøy,/kategorier/bygg-og-verktoy,categories,Bygg og verktøy,1711025782841671681,11390,20973,false,,Bygg og verktøy,11390,,false,2021-09-16T03:02:23.579Z,
Beslag,Byggbeslag,category,/3273/3273848/014342.132x75!m.jpg,68 produkter,Byggbeslag,Byggbeslag,/kategorier/byggbeslag,products,Bygg og verktøy>Beslag>Byggbeslag,1711025782842720256,13751,1030,Bygg og verktøy,,Byggbeslag,13751,,false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Beslag"
Legoklosser og byggeleker,Byggeklosser,category,/3084/3084418/original.517x482m.80x75!m.jpg,46 produkter,Byggeklosser,Byggeklosser,/kategorier/byggeklosser,products,Foreldre og barn>Leker>Legoklosser og byggeleker>Byggeklosser,1711025782842720257,12075,1053,Foreldre og barn,,Byggeklosser,12075,,false,2021-09-16T03:02:23.579Z,"Foreldre og barn,Leker,Legoklosser og byggeleker"
Bygg og verktøy,Byggkjemi,category,/3202/3202177/i.22x75!m.jpg,177 produkter,Byggkjemi,Byggkjemi,/kategorier/byggkjemi,categories,Bygg og verktøy>Byggkjemi,1711025782849011712,13401,1770,Bygg og verktøy,,Byggkjemi,13401,,false,2021-09-16T03:02:23.579Z,Bygg og verktøy
Sykkel,Bysykkel,category,/2966/2966251/original.114x75!m.jpg,1617 produkter,Bysykkel,Bysykkel,/kategorier/bysykkel,filter,Sport og friluftsliv>Sykkel og sykkelutstyr>Sykkel>Bysykkel,1711025782850060288,12239,2888,Sport og friluftsliv,,Bysykkel,12239,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Sykkel og sykkelutstyr,Sykkel"
Lyd og bilde,Bærbar DVD-spiller,category,/120/120691/i_120691.88x75!m.jpg,7 produkter,Bærbar DVD-spiller,Bærbar DVD-spiller,/kategorier/baerbar-dvd-spiller,products,Lyd og bilde>Bærbar DVD-spiller,1711025782850060289,232,1041,Lyd og bilde,"portabel,portable",Bærbar DVD-spiller,232,"portable,portabel",false,2021-09-16T03:02:23.579Z,Lyd og bilde
Gaming,Bærbar gaming PC,category,/1942/1942917/original.102x75!m.jpg,,Bærbar gaming PC,Bærbar gaming PC,/kategorier/baerbar-pc?p=gaming-pc,pointer,Gaming>Bærbar gaming PC,1711025782850060290,11828,1000,Gaming,,Bærbar gaming PC,11828,,false,2021-09-16T03:02:23.579Z,Gaming
Data,Bærbar PC,category,/2841/2841679/barbar.108x75!m.jpg,1718 produkter,Bærbar PC,Bærbar PC,/kategorier/baerbar-pc,products,Data>Bærbar PC,1711025782851108864,2,6787,Data,"2-i-1,2-in-1,bærbar datamaskin,bærbare pc-er,laptop,notebook,pcer,ultrabook",Bærbar PC,2,"laptop,bærbare pc-er,2-i-1,2-in-1,pcer,notebook,ultrabook,bærbar datamaskin",false,2021-09-16T03:02:23.579Z,Data
Sport og friluftsliv,Bære og frakte,category,/3267/3267000/10546671.58x75!m.jpg,2968 produkter,Bære og frakte,Bære og frakte,/kategorier/baere-og-frakte,categories,Sport og friluftsliv>Bære og frakte,1711025782851108865,11554,6510,Sport og friluftsliv,,Bære og frakte,11554,,false,2021-09-16T03:02:23.579Z,Sport og friluftsliv
Foreldre og barn,Bære- og frakteutstyr,category,/3083/3083710/cybex-gold-beyla-twist-baresele-manhattan-grey-a227860.54x75!m.jpg,204 produkter,Bære- og frakteutstyr,Bære- og frakteutstyr,/kategorier/baere-og-frakteutstyr,categories,Foreldre og barn>Bære- og frakteutstyr,1711025782851108866,12844,1913,Foreldre og barn,,Bære- og frakteutstyr,12844,,false,2021-09-16T03:02:23.579Z,Foreldre og barn
Bære- og frakteutstyr,Bæremeis,category,/2972/2972431/original.48x75!m.jpg,25 produkter,Bæremeis,Bæremeis,/kategorier/baeremeis,products,Foreldre og barn>Bære- og frakteutstyr>Bæremeis,1711025782852157440,11471,1628,Foreldre og barn,carrier,Bæremeis,11471,carrier,false,2021-09-16T03:02:23.579Z,"Foreldre og barn,Bære- og frakteutstyr"
Bære- og frakteutstyr,Bæresele og bæresjal,category,/1762/1762336/original%20%286%29.66x75!m.jpg,90 produkter,Bæresele og bæresjal,Bæresele og bæresjal,/kategorier/baeresele-og-baeresjal,products,Foreldre og barn>Bære- og frakteutstyr>Bæresele og bæresjal,1711025782852157441,11614,1546,Foreldre og barn,,Bæresele og bæresjal,11614,,false,2021-09-16T03:02:23.579Z,"Foreldre og barn,Bære- og frakteutstyr"
Friluftsliv,"Bæring, frakt og oppbevaring",category,/3214/3214071/original.46x75!m.jpg,49 produkter,"Bæring, frakt og oppbevaring","Bæring, frakt og oppbevaring",/kategorier/baering-frakt-og-oppbevaring,categories,"Sport og friluftsliv>Friluftsliv>Bæring, frakt og oppbevaring",1711025782853206016,11468,1507,Sport og friluftsliv,,"Bæring, frakt og oppbevaring",11468,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Friluftsliv"
Mat og drikke,Bærplukker,category,/1741/1741636/original.124x75!m.jpg,26 produkter,Bærplukker,Bærplukker,/kategorier/baerplukker,products,Sport og friluftsliv>Friluftsliv>Mat og drikke>Bærplukker,1711025782853206017,11716,1438,Sport og friluftsliv,,Bærplukker,11716,,false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Friluftsliv,Mat og drikke"
false,Bøker,category,/1422/1422938/Bok.76x75!m.jpg,4347 produkter,Bøker,Bøker,/kategorier/boker,products,Bøker,1711025782853206018,11209,1922,false,bok,Bøker,11209,bok,false,2021-09-16T03:02:23.579Z,
Stylingverktøy,Bølgetang og kreppetang,category,/1701/1701220/original.166x75!m.jpg,30 produkter,Bølgetang og kreppetang,Bølgetang og kreppetang,/kategorier/bolgetang-og-kreppetang,products,Skjønnhet og helse>Stylingverktøy>Bølgetang og kreppetang,1711025782854254592,11293,1397,Skjønnhet og helse,,Bølgetang og kreppetang,11293,,false,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Stylingverktøy"
Helsekost,Bønner og linser,category,/3155/3155345/i.42x75!m.jpg,22 produkter,Bønner og linser,Bønner og linser,/kategorier/boenner-og-linser,products,Skjønnhet og helse>Apotek>Helsekost>Bønner og linser,1711025782854254593,13238,1006,Skjønnhet og helse,,Bønner og linser,13238,,false,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Apotek,Helsekost"
Luer og hatter,Bøttehatt,category,/3218/3218600/i.108x75!m.jpg,605 produkter,Bøttehatt,Bøttehatt,/kategorier/boettehatt,filter,Klær og sko>Accessories og tilbehør>Luer og hatter>Bøttehatt,1711025782854254594,13541,1391,Klær og sko,,Bøttehatt,13541,,false,2021-09-16T03:02:23.579Z,"Klær og sko,Accessories og tilbehør,Luer og hatter"
Mat og drikke,Bålbrenner,category,/3040/3040614/speidersport_solostove_lite_on_fire_3.40x75!m.jpg,17 produkter,Bålbrenner,Bålbrenner,/kategorier/baalbrenner,products,Sport og friluftsliv>Friluftsliv>Mat og drikke>Bålbrenner,1711025782855303168,12756,1124,Sport og friluftsliv,"bålbøtte,kvistbrenner,turovn",Bålbrenner,12756,"kvistbrenner,turovn,bålbøtte",false,2021-09-16T03:02:23.579Z,"Sport og friluftsliv,Friluftsliv,Mat og drikke"
Terrasse og grill,Bålpanne,category,/2839/2839371/original.62x75!m.jpg,61 produkter,Bålpanne,Bålpanne,/kategorier/balpanne,products,Hage og utemiljø>Terrasse og grill>Bålpanne,1711025782867886080,11904,2350,Hage og utemiljø,,Bålpanne,11904,,false,2021-09-16T03:02:23.579Z,"Hage og utemiljø,Terrasse og grill"
Verktøy,Båndsag,category,/3041/3041299/ryobi-rbs904-hero-1.48x75!m.jpg,29 produkter,Båndsag,Båndsag,/kategorier/baandsag,products,Bygg og verktøy>Verktøy>Båndsag,1711025782867886081,12758,1715,Bygg og verktøy,,Båndsag,12758,,false,2021-09-16T03:02:23.579Z,"Bygg og verktøy,Verktøy"
Tilhenger,Båthenger,category,/3154/3154302/i.132x75!m.jpg,98 produkter,Båthenger,Båthenger,/kategorier/baathenger,filter,Bilutstyr>Tilhenger>Båthenger,1711025782868934656,13211,1875,Bilutstyr,,Båthenger,13211,,false,2021-09-16T03:02:23.579Z,"Bilutstyr,Tilhenger"
Bilutstyr,Båtpleie og bunnstoff,category,/3269/3269257/i.56x75!m.jpg,65 produkter,Båtpleie og bunnstoff,Båtpleie og bunnstoff,/kategorier/baatpleie-og-bunnstoff,products,Bilutstyr>Båtpleie og bunnstoff,1711025782868934657,13737,1068,Bilutstyr,,Båtpleie og bunnstoff,13737,,false,2021-09-16T03:02:23.579Z,Bilutstyr
Vitaminer og mineraler,C-vitamin,category,/3151/3151295/0026684_shift-supernaturlig-c.58x75!m.png,251 produkter,C-vitamin,C-vitamin,/kategorier/c-vitamin,filter,Skjønnhet og helse>Apotek>Kosttilskudd>Vitaminer og mineraler>C-vitamin,1711025782869983232,13182,1743,Skjønnhet og helse,,C-vitamin,13182,,false,2021-09-16T03:02:23.579Z,"Skjønnhet og helse,Apotek,Kosttilskudd,Vitaminer og mineraler"
Balkongmøbler,Cafébord,category,/2940/2940904/original.84x75!m.jpg,378 produkter,Cafébord,Cafébord,/kategorier/cafebord,filter,Hage og utemiljø>Hagemøbler>Balkongmøbler>Cafébord,1711025782871031808,12105,1074,Hage og utemiljø,"balkong,balkongbord,bord,cafe,cafebord,kafe,kafebord",Cafébord,12105,"cafebord,cafe,bord,balkongbord,balkong,bord,kafebord,kafe,bord",false,2021-09-16T03:02:23.579Z,"Hage og utemiljø,Hagemøbler,Balkongmøbler"
