parent,title_no,internal_doc_type,image_url,description,title,title_phonetic,url,tags,path,_version_,internal_doc_id,popularity,root,alias,title_edge_ngram,id,alias_no,adult,last_modified,parents
Lagring,Minnekort,category,/619/619798/SanDisk-439x400.82x75!m.png,173 produkter,Minnekort,Minnekort,/kategorier/minnekort,products,Data>Lagring>Minnekort,1711025783657463810,256,2117,Data,,Minnekort,256,,false,2021-09-16T03:02:24.434Z,"Data,Lagring"
Tilbehør,Minnekortleser,category,/19/19673/vosonic_xs-drive_pro_vp3310_1.112x75!m.jpg,11 produkter,Minnekortleser,Minnekortleser,/kategorier/minnekortleser,products,Foto og video>Tilbehør>Minnekortleser,1711025783658512384,15,1028,Foto og video,,Minnekortleser,15,,false,2021-09-16T03:02:24.434Z,"Foto og video,Tilbehør"
Lagring,Minnepinner,category,/438/438856/lo_DTI_4GB_angle_capback.160x75!m.jpg,184 produkter,Minnepinner,Minnepinner,/kategorier/minnepinner,products,Data>Lagring>Minnepinner,1711025783658512385,56,1379,Data,,Minnepinner,56,,false,2021-09-16T03:02:24.434Z,"Data,Lagring"
false,Mobil og nettbrett,category,/2970/2970027/original.38x75!m.jpg,2391 produkter,Mobil og nettbrett,Mobil og nettbrett,/kategorier/mobil-og-nettbrett,categories,Mobil og nettbrett,1711025783658512386,117,31104,false,"andoid,apple,ipad,iphone,mobil,mobiltelefon,nettbrett,samsung",Mobil og nettbrett,117,"mobil,nettbrett,iphone,apple,andoid,samsung,ipad,mobiltelefon",false,2021-09-16T03:02:24.434Z,
Tilbehør til mobiltelefon,Mobilbatterier,category,/124/124324/I219953.100x75!m.jpg,28 produkter,Mobilbatterier,Mobilbatterier,/kategorier/mobilbatterier,products,Mobil og nettbrett>Tilbehør til mobiltelefon>Mobilbatterier,1711025783659560960,208,1052,Mobil og nettbrett,,Mobilbatterier,208,,false,2021-09-16T03:02:24.434Z,"Mobil og nettbrett,Tilbehør til mobiltelefon"
Mobil og nettbrett,Mobildeksel,category,/2664/2664096/original.64x75!m.png,878 produkter,Mobildeksel,Mobildeksel,/kategorier/mobildeksel,products,Mobil og nettbrett>Mobildeksel,1711025783659560961,10003,1644,Mobil og nettbrett,"deksel,deksel til mobil,mobildeksler,mobiletui,mobilveske",Mobildeksel,10003,"mobildeksler,mobiletui,mobilveske,deksel,deksel til mobil",false,2021-09-16T03:02:24.434Z,Mobil og nettbrett
Tilbehør til mobiltelefon,Mobilkabler,category,/2284/2284388/mobilkabler.112x75!m.jpg,11 produkter,Mobilkabler,Mobilkabler,/kategorier/mobilkabler,products,Mobil og nettbrett>Tilbehør til mobiltelefon>Mobilkabler,1711025783659560962,45,1029,Mobil og nettbrett,,Mobilkabler,45,,false,2021-09-16T03:02:24.434Z,"Mobil og nettbrett,Tilbehør til mobiltelefon"
Tilbehør til mobiltelefon,Mobilkamera og tilbehør,category,/1706/1706235/original.98x75!m.jpg,10 produkter,Mobilkamera og tilbehør,Mobilkamera og tilbehør,/kategorier/mobilkamera-og-tilbehor,products,Mobil og nettbrett>Tilbehør til mobiltelefon>Mobilkamera og tilbehør,1711025783660609536,46,1176,Mobil og nettbrett,,Mobilkamera og tilbehør,46,,false,2021-09-16T03:02:24.434Z,"Mobil og nettbrett,Tilbehør til mobiltelefon"
Tilbehør til mobiltelefon,Mobilladere,category,/152/152656/acp_9_enh_im.86x75!m.jpg,34 produkter,Mobilladere,Mobilladere,/kategorier/mobilladere,products,Mobil og nettbrett>Tilbehør til mobiltelefon>Mobilladere,1711025783660609537,206,1438,Mobil og nettbrett,"adapter,bil lader,billader,bordlader,charger,kabel,ladeplate,ladepute,lader til mobil,multilader,nødlader",Mobilladere,206,"charger,adapter,billader,bil lader,bordlader,kabel,ladepute,ladeplate,multilader,nødlader,lader til mobil",false,2021-09-16T03:02:24.434Z,"Mobil og nettbrett,Tilbehør til mobiltelefon"
"Skriver, skanner og tilbehør",Mobilprinter,category,/3009/3009947/original.116x75!m.jpg,16 produkter,Mobilprinter,Mobilprinter,/kategorier/mobilprinter,products,"Data>Skriver, skanner og tilbehør>Mobilprinter",1711025783660609538,12608,1703,Data,,Mobilprinter,12608,,false,2021-09-16T03:02:24.434Z,"Data,Skriver\, skanner og tilbehør"
Nettverk,Mobilt bredbånd,category,/1652/1652622/original.94x75!m.jpg,10 produkter,Mobilt bredbånd,Mobilt bredbånd,/kategorier/mobilt-bredband,products,Data>Nettverk>Mobilt bredbånd,1711025783661658112,11410,1222,Data,mbb-ruter,Mobilt bredbånd,11410,mbb-ruter,false,2021-09-16T03:02:24.434Z,"Data,Nettverk"
Mobil og nettbrett,Mobiltelefon,category,/2164/2164622/original.38x75!m.png,443 produkter,Mobiltelefon,Mobiltelefon,/kategorier/mobiltelefon,products,Mobil og nettbrett>Mobiltelefon,1711025783661658113,19,31104,Mobil og nettbrett,"mobil,mobiler,mobiltelefoner,smartmobil,smartphone,smartphones,smarttelefon",Mobiltelefon,19,"mobil,mobiler,mobiltelefoner,smartphone,smartphones,smartmobil,smarttelefon",false,2021-09-16T03:02:24.434Z,Mobil og nettbrett
Sofa,Modulsofa,category,/3135/3135842/jot_1603573-01_Fs.132x75!m.png,181 produkter,Modulsofa,Modulsofa,/kategorier/modulsofa,filter,Hjem og husholdning>Møbler>Sofa>Modulsofa,1711025783661658114,13082,1192,Hjem og husholdning,,Modulsofa,13082,,false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Møbler,Sofa"
Undertøy,Morgenkåpe og pysjamas,category,/3096/3096287/dec0098809200000_cwoodrose_v6261.846x1520m.42x75!m.jpg,159 produkter,Morgenkåpe og pysjamas,Morgenkåpe og pysjamas,/kategorier/morgenkaape-og-pysjamas,products,Klær og sko>Undertøy>Morgenkåpe og pysjamas,1711025783662706688,12773,1238,Klær og sko,,Morgenkåpe og pysjamas,12773,,false,2021-09-16T03:02:24.434Z,"Klær og sko,Undertøy"
Supermat,Moringa,category,/3155/3155573/0027171_aduna-moringa-green-superleaf-693436_500.342x464m.56x75!m.jpg,38 produkter,Moringa,Moringa,/kategorier/moringa,filter,Skjønnhet og helse>Apotek>Helsekost>Supermat>Moringa,1711025783662706689,13244,1032,Skjønnhet og helse,,Moringa,13244,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Helsekost,Supermat"
Hagemaskiner,Mosefjerner og plenlufter,category,/2956/2956368/original.60x75!m.jpg,46 produkter,Mosefjerner og plenlufter,Mosefjerner og plenlufter,/kategorier/mosefjerner-og-plenlufter,products,Hage og utemiljø>Hagemaskiner>Mosefjerner og plenlufter,1711025783662706690,12197,1163,Hage og utemiljø,vertikalskjærer,Mosefjerner og plenlufter,12197,vertikalskjærer,false,2021-09-16T03:02:24.434Z,"Hage og utemiljø,Hagemaskiner"
Bilutstyr,Motorolje,category,/3096/3096324/624106.36x75!m.jpg,28 produkter,Motorolje,Motorolje,/kategorier/motorolje,products,Bilutstyr>Motorolje,1711025783663755264,12909,1383,Bilutstyr,,Motorolje,12909,,false,2021-09-16T03:02:24.434Z,Bilutstyr
Ved og trefelling,Motorsag,category,/1501/1501689/motorsag.138x75!m.jpg,261 produkter,Motorsag,Motorsag,/kategorier/motorsag,products,Bygg og verktøy>Verktøy>Ved og trefelling>Motorsag,1711025783663755265,11251,2890,Bygg og verktøy,"Chain,Saw,kjedesag",Motorsag,11251,"Chain,Saw,kjedesag",false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy,Ved og trefelling"
Lyd og bilde,MP3-spiller,category,/353/353655/06_large20070905.98x75!m.jpg,12 produkter,MP3-spiller,MP3-spiller,/kategorier/mp3-spiller,products,Lyd og bilde>MP3-spiller,1711025783664803840,20,1172,Lyd og bilde,mp3 player,MP3-spiller,20,mp3 player,false,2021-09-16T03:02:24.434Z,Lyd og bilde
Bordspill,Multibord,category,/3274/3274756/640001-smoby-spillbord-4-i-1-fussball-biljard-bordtennis-og-airhockey.54x75!m.jpg,137 produkter,Multibord,Multibord,/kategorier/multibord,filter,Hobby>Bordspill>Multibord,1711025783664803841,13754,1183,Hobby,"Multispillbord,spillbordsett",Multibord,13754,"Multispillbord,spillbordsett",false,2021-09-16T03:02:24.434Z,"Hobby,Bordspill"
"Skriver, skanner og tilbehør",Multifunksjonsskriver,category,/3008/3008749/original.124x75!m.jpg,1160 produkter,Multifunksjonsskriver,Multifunksjonsskriver,/kategorier/multifunksjonsskriver,filter,"Data>Skriver, skanner og tilbehør>Multifunksjonsskriver",1711025783664803842,12606,3851,Data,multifunksjonsskrivere,Multifunksjonsskriver,12606,multifunksjonsskrivere,false,2021-09-16T03:02:24.434Z,"Data,Skriver\, skanner og tilbehør"
Hagemaskiner,Multiklipper,category,/3131/3131267/6302360A.82x75!m.jpg,19 produkter,Multiklipper,Multiklipper,/kategorier/multiklipper,products,Hage og utemiljø>Hagemaskiner>Multiklipper,1711025783665852416,13056,1178,Hage og utemiljø,"busktrimmer,gressaks",Multiklipper,13056,"gressaks,busktrimmer",false,2021-09-16T03:02:24.434Z,"Hage og utemiljø,Hagemaskiner"
Elektroverktøy,Multikutter og multiverktøy,category,/1607/1607036/multikutter.134x75!m.jpg,89 produkter,Multikutter og multiverktøy,Multikutter og multiverktøy,/kategorier/multikutter-og-multiverktoy,products,Bygg og verktøy>Verktøy>Elektroverktøy>Multikutter og multiverktøy,1711025783665852417,11396,2448,Bygg og verktøy,,Multikutter og multiverktøy,11396,,false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy,Elektroverktøy"
Tilbehør til mobiltelefon,Multimediatilbehør for mobiltelefon,category,/96/96149/i_96149.86x75!m.jpg,5 produkter,Multimediatilbehør for mobiltelefon,Multimediatilbehør for mobiltelefon,/kategorier/multimediatilbehor-for-mobiltelefon,products,Mobil og nettbrett>Tilbehør til mobiltelefon>Multimediatilbehør for mobiltelefon,1711025783665852418,237,1030,Mobil og nettbrett,,Multimediatilbehør for mobiltelefon,237,,false,2021-09-16T03:02:24.434Z,"Mobil og nettbrett,Tilbehør til mobiltelefon"
Elektro,Multimeter,category,/143/143365/l7604614.92x75!m.jpg,10 produkter,Multimeter,Multimeter,/kategorier/multimeter,products,Bygg og verktøy>Elektro>Multimeter,1711025783685775360,251,1071,Bygg og verktøy,"amperemeter,ampermeter,ledningsbrudd,voltmeter",Multimeter,251,"ampermeter,amperemeter,voltmeter,ledningsbrudd",false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Elektro"
Fiskesnelle,Multiplikatorsnelle,category,/3116/3116413/WEB_Image%20Abu%20Garcia%20Salty%20Stage%20Consept-Free%20Hybr%20salty_stage_1-2015182862.112x75!m.jpg,238 produkter,Multiplikatorsnelle,Multiplikatorsnelle,/kategorier/multiplikatorsnelle,filter,Sport og friluftsliv>Fiske>Fiskesnelle>Multiplikatorsnelle,1711025783686823936,12993,1389,Sport og friluftsliv,,Multiplikatorsnelle,12993,,false,2021-09-16T03:02:24.434Z,"Sport og friluftsliv,Fiske,Fiskesnelle"
Turverktøy,Multiverktøy og lommekniv,category,/3213/3213753/original.90x75!m.jpg,105 produkter,Multiverktøy og lommekniv,Multiverktøy og lommekniv,/kategorier/multiverktoy-og-lommekniv,products,Sport og friluftsliv>Friluftsliv>Turutstyr>Turverktøy>Multiverktøy og lommekniv,1711025783687872512,10050,1791,Sport og friluftsliv,leatherman,Multiverktøy og lommekniv,10050,leatherman,false,2021-09-16T03:02:24.434Z,"Sport og friluftsliv,Friluftsliv,Turutstyr,Turverktøy"
Vitaminer og mineraler,Multivitaminer,category,/3151/3151306/93199_NYCOMED_PHARMA_AS__ELVERUM_Nycoplus_multi_20_1.40x75!m.jpg,251 produkter,Multivitaminer,Multivitaminer,/kategorier/multivitaminer,filter,Skjønnhet og helse>Apotek>Kosttilskudd>Vitaminer og mineraler>Multivitaminer,1711025783689969664,13185,1743,Skjønnhet og helse,,Multivitaminer,13185,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Kosttilskudd,Vitaminer og mineraler"
Apotek,Munn og tann,category,/3124/3124081/2517735_ceea73f132be.28x75!m.png,489 produkter,Munn og tann,Munn og tann,/kategorier/munn-og-tann,categories,Skjønnhet og helse>Apotek>Munn og tann,1711025783691018240,13030,3286,Skjønnhet og helse,,Munn og tann,13030,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek"
"Forkjølelse, feber og smerter",Munnbind,category,/3085/3085202/i.94x75!m.jpg,106 produkter,Munnbind,Munnbind,/kategorier/munnbind,products,"Skjønnhet og helse>Apotek>Forkjølelse, feber og smerter>Munnbind",1711025783692066816,12870,1855,Skjønnhet og helse,,Munnbind,12870,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Forkjølelse\, feber og smerter"
Munn og tann,Munnskyll,category,/3205/3205772/898617.40x75!m.jpg,33 produkter,Munnskyll,Munnskyll,/kategorier/munnskyll,products,Skjønnhet og helse>Apotek>Munn og tann>Munnskyll,1711025783693115392,13420,1324,Skjønnhet og helse,,Munnskyll,13420,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Munn og tann"
Munn og tann,Munnsår,category,/3249/3249672/494182.74x75!m.jpg,16 produkter,Munnsår,Munnsår,/kategorier/munnsaar,products,Skjønnhet og helse>Apotek>Munn og tann>Munnsår,1711025783694163968,13643,1178,Skjønnhet og helse,,Munnsår,13643,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Munn og tann"
Munn og tann,Munntørrhet,category,/3249/3249700/963996_1.431x600m.54x75!m.jpg,26 produkter,Munntørrhet,Munntørrhet,/kategorier/munntoerrhet,products,Skjønnhet og helse>Apotek>Munn og tann>Munntørrhet,1711025783695212544,13644,1038,Skjønnhet og helse,,Munntørrhet,13644,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Munn og tann"
Datatilbehør,Mus,category,/296/296437/15807-564x376.112x75!m.jpg,458 produkter,Mus,Mus,/kategorier/mus,products,Data>Datatilbehør>Mus,1711025783696261120,22,3712,Data,"datamus,gamingmus,lasermus,optisk mus,pc-mus,spillmus",Mus,22,"spillmus,gamingmus,optisk mus,lasermus,datamus,pc-mus",false,2021-09-16T03:02:24.434Z,"Data,Datatilbehør"
Skadedyrbekjempelse,Musefelle,category,/3174/3174493/i.112x75!m.jpg,167 produkter,Musefelle,Musefelle,/kategorier/musefelle,filter,Hage og utemiljø>Skadedyrbekjempelse>Musefelle,1711025783698358272,13305,2202,Hage og utemiljø,,Musefelle,13305,,false,2021-09-16T03:02:24.434Z,"Hage og utemiljø,Skadedyrbekjempelse"
Datatilbehør,Musematte,category,/394/394279/tnList_645748918_1_1_Big.116x75!m.jpg,99 produkter,Musematte,Musematte,/kategorier/musematte,products,Data>Datatilbehør>Musematte,1711025783699406848,57,1303,Data,,Musematte,57,,false,2021-09-16T03:02:24.434Z,"Data,Datatilbehør"
Diverse leker,Musikk og lekeinstrumenter,category,/3084/3084639/original.777x426m.136x75!m.jpg,367 produkter,Musikk og lekeinstrumenter,Musikk og lekeinstrumenter,/kategorier/musikk-og-lekeinstrumenter,filter,Foreldre og barn>Leker>Diverse leker>Musikk og lekeinstrumenter,1711025783700455424,12854,1203,Foreldre og barn,,Musikk og lekeinstrumenter,12854,,false,2021-09-16T03:02:24.434Z,"Foreldre og barn,Leker,Diverse leker"
Lydproduksjon og studio,Musikkinstrumenter,category,/1747/1747453/musikk.76x75!m.png,500 produkter,Musikkinstrumenter,Musikkinstrumenter,/kategorier/musikkinstrumenter,categories,Lyd og bilde>Lydproduksjon og studio>Musikkinstrumenter,1711025783701504000,11727,1272,Lyd og bilde,"bass,bassgitar,gitar,keyboard,midi,perkusjon,piano,synth,trommer",Musikkinstrumenter,11727,"gitar,bass,trommer,synth,piano,midi,keyboard,perkusjon,bassgitar",false,2021-09-16T03:02:24.434Z,"Lyd og bilde,Lydproduksjon og studio"
Elektroverktøy,Muttertrekker og slagtrekker,category,/1910/1910069/original.70x75!m.jpg,336 produkter,Muttertrekker og slagtrekker,Muttertrekker og slagtrekker,/kategorier/muttertrekker-og-slagtrekker,products,Bygg og verktøy>Verktøy>Elektroverktøy>Muttertrekker og slagtrekker,1711025783702552576,11825,2536,Bygg og verktøy,"muttertrekkere,slagskrutrekker,slagtrekkere",Muttertrekker og slagtrekker,11825,"muttertrekkere,slagtrekkere,slagskrutrekker",false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy,Elektroverktøy"
Terrasse og grill,Myggjager og myggfelle,category,/1567/1567665/mosquito.64x75!m.jpg,47 produkter,Myggjager og myggfelle,Myggjager og myggfelle,/kategorier/myggjager-og-myggfelle,products,Hage og utemiljø>Terrasse og grill>Myggjager og myggfelle,1711025783702552577,11326,1303,Hage og utemiljø,"innsektfanger,innsektsfanger,myggfanger,myggfelle,myggfjerner,myggjager,myggmaskiner",Myggjager og myggfelle,11326,"myggfelle,myggfanger,myggmaskiner,myggjager,myggfjerner,innsektfanger,innsektsfanger",false,2021-09-16T03:02:24.434Z,"Hage og utemiljø,Terrasse og grill"
Søvn og overnatting,Myggnetting til friluft,category,/3214/3214052/WEB_Image%20guardiansl_charcoal%20-1798841216.240x75!m.jpg,62 produkter,Myggnetting til friluft,Myggnetting til friluft,/kategorier/myggnetting-til-friluft,products,Sport og friluftsliv>Friluftsliv>Søvn og overnatting>Myggnetting til friluft,1711025783703601152,11932,1202,Sport og friluftsliv,myggnett,Myggnetting til friluft,11932,myggnett,false,2021-09-16T03:02:24.434Z,"Sport og friluftsliv,Friluftsliv,Søvn og overnatting"
Diverse til hjemmet,Myggnetting til hjemmet,category,/3138/3138662/original.78x75!m.jpg,19 produkter,Myggnetting til hjemmet,Myggnetting til hjemmet,/kategorier/myggnetting-til-hjemmet,products,Hjem og husholdning>Diverse til hjemmet>Myggnetting til hjemmet,1711025783704649728,13091,1037,Hjem og husholdning,"insektnett,insektnetting,insektsnett,insektsnetting",Myggnetting til hjemmet,13091,"insektsnett,insektnett,insektsnetting,insektnetting",false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Diverse til hjemmet"
Hjem og husholdning,Møbler,category,/2958/2958312/original.70x75!m.jpg,2293 produkter,Møbler,Møbler,/kategorier/mobler,categories,Hjem og husholdning>Møbler,1711025783705698304,11622,1650,Hjem og husholdning,,Møbler,11622,,false,2021-09-16T03:02:24.434Z,Hjem og husholdning
Sement og mur,Mørtel og murpuss,category,/2984/2984568/original.46x75!m.jpg,42 produkter,Mørtel og murpuss,Mørtel og murpuss,/kategorier/mortel-og-murpuss,products,Bygg og verktøy>Trelast og byggevarer>Sement og mur>Mørtel og murpuss,1711025783705698305,12341,1657,Bygg og verktøy,,Mørtel og murpuss,12341,,false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Trelast og byggevarer,Sement og mur"
Apotek,Måleapparater,category,/2928/2928199/original.28x75!m.jpg,227 produkter,Måleapparater,Måleapparater,/kategorier/maleapparater,categories,Skjønnhet og helse>Apotek>Måleapparater,1711025783705698306,11690,10677,Skjønnhet og helse,"alkoholtestere,alkotester,blodtrykksmålere,blodtypetestere,eggløsningstestere,fertilitet,graviditetstestere,hjertelydsmonitor,ihealth,inhalator,lungefunksjonstestere,medisinforstøver,målere,narkotestere,promilletestere,spyttestere,testere,urintester",Måleapparater,11690,"testere,målere,alkoholtestere,alkotester,promilletestere,blodtrykksmålere,blodtypetestere,eggløsningstestere,fertilitet,graviditetstestere,hjertelydsmonitor,ihealth,inhalator,medisinforstøver,lungefunksjonstestere,narkotestere,spyttestere,urintester",false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek"
Kjøkkenutstyr,Målebeger,category,/3180/3180515/10597758.48x75!m.png,26 produkter,Målebeger,Målebeger,/kategorier/maalebeger,products,Hjem og husholdning>Kjøkken>Kjøkkenutstyr>Målebeger,1711025783706746880,13333,1055,Hjem og husholdning,"desilitermål,litermål",Målebeger,13333,"litermål,desilitermål",false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Kjøkken,Kjøkkenutstyr"
Måling,Målebånd og tommestokk,category,/3152/3152248/ProductImage28852743.106x75!m.jpg,86 produkter,Målebånd og tommestokk,Målebånd og tommestokk,/kategorier/maalebaand-og-tommestokk,products,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Måling>Målebånd og tommestokk,1711025783707795456,13194,1160,Bygg og verktøy,målehjul,Målebånd og tommestokk,13194,målehjul,false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy,Måling"
Verktøy,Måleverktøy og laserverktøy,category,/3151/3151195/i.68x75!m.jpg,503 produkter,Måleverktøy og laserverktøy,Måleverktøy og laserverktøy,/kategorier/maaleverktoey-og-laserverktoey,categories,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy,1711025783707795457,11759,1984,Bygg og verktøy,,Måleverktøy og laserverktøy,11759,,false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy"
Måleverktøy og laserverktøy,Måling,category,/3151/3151165/i.36x75!m.jpg,267 produkter,Måling,Måling,/kategorier/maaling,categories,Bygg og verktøy>Verktøy>Måleverktøy og laserverktøy>Måling,1711025783708844032,13168,1495,Bygg og verktøy,,Måling,13168,,false,2021-09-16T03:02:24.434Z,"Bygg og verktøy,Verktøy,Måleverktøy og laserverktøy"
Rengjøring,Nal,category,/3118/3118700/448690.60x75!m.jpg,39 produkter,Nal,Nal,/kategorier/nal,products,Hjem og husholdning>Rengjøring>Nal,1711025783709892608,13013,1163,Hjem og husholdning,"dusj,dusjnal,nal,vindus,vindusnal",Nal,13013,"dusjnal,dusj,nal,vindusnal,vindus,nal",false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Rengjøring"
Bord,Nattbord,category,/2955/2955177/original.72x75!m.jpg,625 produkter,Nattbord,Nattbord,/kategorier/nattbord,filter,Hjem og husholdning>Møbler>Bord>Nattbord,1711025783709892609,12188,1257,Hjem og husholdning,,Nattbord,12188,,false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Møbler,Bord"
Lampe,Nattbordslampe,category,/2964/2964371/original.132x75!m.jpg,1561 produkter,Nattbordslampe,Nattbordslampe,/kategorier/nattbordslampe,filter,Hjem og husholdning>Lampe>Nattbordslampe,1711025783709892610,12236,1652,Hjem og husholdning,"lampe,natt,nattlampe",Nattbordslampe,12236,"nattlampe,natt,lampe",false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Lampe"
Ansiktskrem,Nattkrem,category,/2992/2992763/original.68x75!m.jpg,1161 produkter,Nattkrem,Nattkrem,/kategorier/nattkrem,filter,Skjønnhet og helse>Ansiktspleie>Ansiktskrem>Nattkrem,1711025783710941184,12465,1536,Skjønnhet og helse,,Nattkrem,12465,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Ansiktspleie,Ansiktskrem"
Lampe,Nattlampe til barn,category,/3154/3154904/original.299x631m.36x75!m.jpg,1561 produkter,Nattlampe til barn,Nattlampe til barn,/kategorier/nattlampe-til-barn,filter,Hjem og husholdning>Lampe>Nattlampe til barn,1711025783711989760,13218,1652,Hjem og husholdning,,Nattlampe til barn,13218,,false,2021-09-16T03:02:24.434Z,"Hjem og husholdning,Lampe"
Kosttilskudd,Naturlegemiddel,category,/3151/3151286/0025948_blue-berry-pluss-oyenvitamin-691863.52x75!m.jpg,44 produkter,Naturlegemiddel,Naturlegemiddel,/kategorier/naturlegemiddel,products,Skjønnhet og helse>Apotek>Kosttilskudd>Naturlegemiddel,1711025783711989761,13175,1303,Skjønnhet og helse,,Naturlegemiddel,13175,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Kosttilskudd"
Håndpleie,Neglefil,category,/3006/3006165/original.82x75!m.jpg,579 produkter,Neglefil,Neglefil,/kategorier/neglefil,filter,Skjønnhet og helse>Kroppspleie>Håndpleie>Neglefil,1711025783713038336,12540,1338,Skjønnhet og helse,,Neglefil,12540,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Kroppspleie,Håndpleie"
Negler,Neglelakk,category,/2929/2929526/original.32x75!m.jpg,147 produkter,Neglelakk,Neglelakk,/kategorier/neglelakk,products,Skjønnhet og helse>Sminke>Negler>Neglelakk,1711025783713038337,12088,1218,Skjønnhet og helse,"lakk,nail,nailpolish,negle,polish",Neglelakk,12088,"negle,lakk,nail,polish,nailpolish",false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Sminke,Negler"
Håndpleie,Neglelakkfjerner,category,/3006/3006167/original.42x75!m.jpg,579 produkter,Neglelakkfjerner,Neglelakkfjerner,/kategorier/neglelakkfjerner,filter,Skjønnhet og helse>Kroppspleie>Håndpleie>Neglelakkfjerner,1711025783714086912,12541,1338,Skjønnhet og helse,,Neglelakkfjerner,12541,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Kroppspleie,Håndpleie"
Sminke,Negler,category,/2987/2987011/original.32x75!m.jpg,147 produkter,Negler,Negler,/kategorier/negler,categories,Skjønnhet og helse>Sminke>Negler,1711025783715135488,12216,1218,Skjønnhet og helse,,Negler,12216,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Sminke"
"Øre, øye og nese",Nesespray,category,/3000/3000710/original.48x75!m.jpg,43 produkter,Nesespray,Nesespray,/kategorier/nesespray,products,"Skjønnhet og helse>Apotek>Øre, øye og nese>Nesespray",1711025783715135489,11216,1203,Skjønnhet og helse,,Nesespray,11216,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Øre\, øye og nese"
Allergi,Nesespray mot allergi,category,/3000/3000299/original.34x75!m.jpg,47 produkter,Nesespray mot allergi,Nesespray mot allergi,/kategorier/nesespray-mot-allergi,filter,Skjønnhet og helse>Apotek>Allergi>Nesespray mot allergi,1711025783715135490,12521,1203,Skjønnhet og helse,,Nesespray mot allergi,12521,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Allergi"
"Forkjølelse, feber og smerter",Nesespray mot forkjølelse,category,/3000/3000300/original.48x75!m.jpg,47 produkter,Nesespray mot forkjølelse,Nesespray mot forkjølelse,/kategorier/nesespray-mot-forkjoelelse,filter,"Skjønnhet og helse>Apotek>Forkjølelse, feber og smerter>Nesespray mot forkjølelse",1711025783716184064,12522,1203,Skjønnhet og helse,,Nesespray mot forkjølelse,12522,,false,2021-09-16T03:02:24.434Z,"Skjønnhet og helse,Apotek,Forkjølelse\, feber og smerter"
Babyutstyr,Nesesuger,category,/3165/3165340/i.28x75!m.jpg,19 produkter,Nesesuger,Nesesuger,/kategorier/nesesuger,products,Foreldre og barn>Babyutstyr>Nesesuger,1711025783717232640,13295,1147,Foreldre og barn,Aspirator,Nesesuger,13295,Aspirator,false,2021-09-16T03:02:24.434Z,"Foreldre og barn,Babyutstyr"
Mobil og nettbrett,Nettbrett,category,/957/957930/original.118x75!m.jpg,206 produkter,Nettbrett,Nettbrett,/kategorier/nettbrett,products,Mobil og nettbrett>Nettbrett,1711025783719329792,63,7203,Mobil og nettbrett,"ipad,lesebrett,netbret,netbrett,pc,tab,tablet",Nettbrett,63,"tab,tablet,pc,lesebrett,netbret,netbrett,ipad",false,2021-09-16T03:02:24.434Z,Mobil og nettbrett
Data,Nettverk,category,/2937/2937905/original.94x75!m.jpg,858 produkter,Nettverk,Nettverk,/kategorier/nettverk,categories,Data>Nettverk,1711025783719329793,119,3602,Data,,Nettverk,119,,false,2021-09-16T03:02:24.434Z,Data
