id,uuid,event,value,created
375076878,1622729245060,product_view,414926,2021-07-12 20:10:36.000000
375076879,1626113367633,product_view,332587,2021-07-12 20:10:36.000000
375076880,1567705828329,offers_view,https://prisguiden.no/tilbud?s=offer_ratio%20asc&o=60,2021-07-12 20:10:36.000000
375076881,1605900265681,product_view,376323,2021-07-12 20:10:37.000000
375076882,1626113437713,referrer,Adwords,2021-07-12 20:10:37.000000
375076883,1626113437713,product_view,275668,2021-07-12 20:10:38.000000
375076884,1617122593859,offers_view,https://prisguiden.no/tilbud?s=offer_created%20desc,2021-07-12 20:10:38.000000
375076885,1586200520097,referrer,https://prisguiden.no/produkt/adidas-ultra-boost-st-dame-257431,2021-07-12 20:10:38.000000
375076886,1626113439296,referrer,https://www.google.no,2021-07-12 20:10:39.000000
375076887,1586200520097,product_view,453060,2021-07-12 20:10:39.000000
375076888,1622606611169,referrer,direct,2021-07-12 20:10:39.000000
375076889,1619877073836,offers_view,https://prisguiden.no/tilbud?o=540,2021-07-12 20:10:40.000000
375076890,1626110944484,referrer,https://prisguiden.no/produkt/sydvang-tarp-19-342610?gclid=Cj0KCQjw0K-HBhDDARIsAFJ6UGiHOhjVEZfB9y9mC,2021-07-12 20:10:40.000000
375076891,1626110944484,product_view,478021,2021-07-12 20:10:40.000000
375076892,1626113369547,product_view,257981,2021-07-12 20:10:41.000000
375076893,1625948329985,product_view,416160,2021-07-12 20:10:41.000000
375076894,1626042362398,product_view,326815,2021-07-12 20:10:41.000000
375076895,1626112997496,product_view,457496,2021-07-12 20:10:42.000000
375076896,1619016223048,referrer,direct,2021-07-12 20:10:42.000000
375076897,1626112688690,product_view,441505,2021-07-12 20:10:43.000000
375076898,1622729245060,goto,414928,2021-07-12 20:10:43.000000
375076899,1626113440743,referrer,https://www.google.com/,2021-07-12 20:10:43.000000
375076900,1626109240192,referrer,https://prisguiden.no/kategorier/gresstrimmer-og-kantklipper?f[m][]=Husqvarna,2021-07-12 20:10:43.000000
375076901,1589898884784,goto,498984,2021-07-12 20:10:43.000000
375076902,1626109240192,product_view,334469,2021-07-12 20:10:44.000000
375076903,1626113443979,referrer,Adwords,2021-07-12 20:10:44.000000
375076904,1626112685595,goto,308608,2021-07-12 20:10:44.000000
375076905,1625764969833,referrer,https://prisguiden.no/sok?q=osprey%20poco,2021-07-12 20:10:44.000000
375076906,1625764969833,product_view,438628,2021-07-12 20:10:44.000000
375076907,1606677637034,referrer,Adwords,2021-07-12 20:10:45.000000
375076908,1614981653689,referrer,utm_source: pricealert,2021-07-12 20:10:45.000000
375076909,1614981653689,profile_view,utm_medium=email,2021-07-12 20:10:45.000000
375076910,1614981653689,profile_view,direct,2021-07-12 20:10:45.000000
375076911,1600638134446,referrer,https://www.google.com/,2021-07-12 20:10:45.000000
375076912,0,product_view,257149,2021-07-12 20:10:45.000000
375076913,1625779990983,profile_view,direct,2021-07-12 20:10:45.000000
375076914,1625779990983,profile_view,direct,2021-07-12 20:10:45.000000
375076915,1626110944484,product_view,342612,2021-07-12 20:10:45.000000
375076916,1600638134446,product_view,220694,2021-07-12 20:10:45.000000
375076917,1621514910394,referrer,Adwords,2021-07-12 20:10:45.000000
375076918,1579842967152,goto,Unknown product-id,2021-07-12 20:10:46.000000
375076919,1626113446300,referrer,https://www.google.no,2021-07-12 20:10:46.000000
375076920,1626112997496,goto,457496,2021-07-12 20:10:46.000000
375076921,1626113433993,product_view,434005,2021-07-12 20:10:46.000000
375076922,1579906242117,product_view,508283,2021-07-12 20:10:46.000000
375076923,1625267160812,referrer,https://www.google.com/,2021-07-12 20:10:46.000000
375076924,1625736578371,referrer,https://www.google.no,2021-07-12 20:10:46.000000
375076925,1626113446927,referrer,https://www.google.no,2021-07-12 20:10:47.000000
375076926,1625736578371,product_view,444934,2021-07-12 20:10:47.000000
375076927,1606401688931,referrer,https://www.google.com/,2021-07-12 20:10:47.000000
375076928,1619368283646,referrer,https://www.startsiden.no,2021-07-12 20:10:47.000000
375076929,1606401688931,product_view,505255,2021-07-12 20:10:47.000000
375076930,1619763636118,referrer,https://www.google.com/,2021-07-12 20:10:47.000000
375076931,1623605626194,profile_view,https://prisguiden.no/sok?q=Ryobi%20batteri&o=150,2021-07-12 20:10:47.000000
375076932,1619368283646,product_view,269688,2021-07-12 20:10:47.000000
375076933,1625084852026,referrer,https://www.google.no,2021-07-12 20:10:48.000000
375076934,1603472551150,referrer,https://www.google.com/,2021-07-12 20:10:48.000000
375076935,1625084852026,product_view,267254,2021-07-12 20:10:48.000000
375076936,1626113448755,referrer,https://www.google.no,2021-07-12 20:10:48.000000
375076937,1626113448755,product_view,240369,2021-07-12 20:10:48.000000
375076938,1626110944484,product_view,478021,2021-07-12 20:10:48.000000
375076939,1603472551150,product_view,293195,2021-07-12 20:10:48.000000
375076940,1593623525411,referrer,https://www.google.com/,2021-07-12 20:10:49.000000
375076941,1593623525411,product_view,251730,2021-07-12 20:10:49.000000
375076942,1626113448017,referrer,Adwords,2021-07-12 20:10:49.000000
375076943,1626113424228,product_view,397622,2021-07-12 20:10:49.000000
375076944,1626113391829,product_view,282792,2021-07-12 20:10:50.000000
375076945,1626113326122,product_view,433874,2021-07-12 20:10:50.000000
375076946,1626112958606,product_view,500854,2021-07-12 20:10:50.000000
375076947,1626086749418,product_view,384802,2021-07-12 20:10:50.000000
375076948,1626113450600,referrer,https://www.google.com,2021-07-12 20:10:50.000000
375076949,1626113450600,product_view,474083,2021-07-12 20:10:50.000000
375076950,1616800295332,product_view,262826,2021-07-12 20:10:51.000000
375076951,1626113207742,offers_view,https://prisguiden.no/tilbud?f%5Bb%5D=1&o=120,2021-07-12 20:10:51.000000
375076952,1626113452096,referrer,https://www.google.com/,2021-07-12 20:10:52.000000
375076953,1626113452096,product_view,382904,2021-07-12 20:10:52.000000
375076954,1621539124096,product_view,395431,2021-07-12 20:10:52.000000
375076955,1626110944484,product_view,342610,2021-07-12 20:10:52.000000
375076956,1626113439296,product_view,389170,2021-07-12 20:10:52.000000
375076957,1614593239217,product_view,399724,2021-07-12 20:10:53.000000
375076958,1596850772187,referrer,https://www.google.com/,2021-07-12 20:10:53.000000
375076959,1626086749418,goto,384802,2021-07-12 20:10:53.000000
375076960,1625779990983,profile_view,https://prisguiden.no/profil,2021-07-12 20:10:53.000000
375076961,1596850772187,product_view,250583,2021-07-12 20:10:53.000000
375076962,1626113384718,product_view,475934,2021-07-12 20:10:54.000000
375076963,1626113454243,referrer,https://www.google.no,2021-07-12 20:10:54.000000
375076964,1626113454243,product_view,495797,2021-07-12 20:10:54.000000
375076965,1606401688931,goto,505255,2021-07-12 20:10:55.000000
375076966,1626113446892,referrer,https://www.google.com/,2021-07-12 20:10:55.000000
375076967,1626113446892,product_view,259961,2021-07-12 20:10:55.000000
375076968,1625261527782,referrer,direct,2021-07-12 20:10:55.000000
375076969,1622729245060,goto,414926,2021-07-12 20:10:55.000000
375076970,1582870528656,product_view,292289,2021-07-12 20:10:55.000000
375076971,1619009055961,product_view,435159,2021-07-12 20:10:55.000000
375076972,1626113456428,referrer,iOS-App,2021-07-12 20:10:56.000000
375076973,1588771884660,referrer,https://www.google.com/,2021-07-12 20:10:57.000000
375076974,1588771884660,product_view,509746,2021-07-12 20:10:57.000000
375076975,1626113457341,referrer,https://www.google.no,2021-07-12 20:10:57.000000
375076976,1625415333819,referrer,direct,2021-07-12 20:10:57.000000
375076977,1626113457806,referrer,https://www.google.no,2021-07-12 20:10:57.000000
375076978,1588427327955,referrer,https://www.google.com/,2021-07-12 20:10:57.000000
375076979,1625764969833,product_view,439068,2021-07-12 20:10:58.000000
375076980,1626042362398,goto,Unknown product-id,2021-07-12 20:10:58.000000
375076981,1614593239217,goto,399724,2021-07-12 20:10:58.000000
375076982,1588427327955,product_view,257934,2021-07-12 20:10:58.000000
375076983,1626113458203,referrer,utm_source: instagram,2021-07-12 20:10:58.000000
375076984,1602271594555,product_view,389170,2021-07-12 20:10:58.000000
375076985,1625403945719,referrer,https://www.google.com/,2021-07-12 20:10:58.000000
375076986,1617824807901,product_view,NaN,2021-07-12 20:10:58.000000
375076987,1625403945719,product_view,454342,2021-07-12 20:10:58.000000
375076988,1619442675043,referrer,direct,2021-07-12 20:10:59.000000
375076989,1623850086183,product_view,454749,2021-07-12 20:10:59.000000
375076990,1619763636118,product_view,377651,2021-07-12 20:10:59.000000
375076991,1626113139756,offers_view,https://prisguiden.no/tilbud?o=120,2021-07-12 20:10:59.000000
375076992,1626113424228,goto,397622,2021-07-12 20:10:59.000000
375379682,1626204554791,product_view,405731,2021-07-13 21:29:32.000000
375379683,1626072318916,product_view,449605,2021-07-13 21:29:33.000000
375379684,1599639550112,referrer,Adwords,2021-07-13 21:29:33.000000
375379685,1626204573153,referrer,https://www.google.com,2021-07-13 21:29:33.000000
375379686,1621452388814,product_view,200252,2021-07-13 21:29:33.000000
375076993,1626113461375,referrer,https://www.google.no,2021-07-12 20:11:01.000000
375076994,1626113461375,product_view,348290,2021-07-12 20:11:01.000000
375076995,1621761664068,referrer,https://www.google.com/,2021-07-12 20:11:01.000000
375076996,1621761664068,product_view,505375,2021-07-12 20:11:02.000000
375076997,1626113462321,referrer,https://www.google.no,2021-07-12 20:11:02.000000
375076998,1626113462391,referrer,https://www.google.no,2021-07-12 20:11:02.000000
375076999,1626113462391,product_view,198230,2021-07-12 20:11:02.000000
375077000,1626110944484,product_view,342612,2021-07-12 20:11:03.000000
375077001,1621448801967,goto,Unknown product-id,2021-07-12 20:11:03.000000
375077002,1626106933254,referrer,https://www.google.no,2021-07-12 20:11:04.000000
375077003,1626106933254,product_view,220754,2021-07-12 20:11:04.000000
375077004,0,product_view,406271,2021-07-12 20:11:04.000000
375077005,1619016223048,product_view,440354,2021-07-12 20:11:04.000000
375077006,1626112958606,goto,500854,2021-07-12 20:11:04.000000
375077007,1622990969661,offers_view,https://prisguiden.no/tilbud?f%5Br%5D=50&o=60,2021-07-12 20:11:04.000000
375077008,1626113446300,product_view,158165,2021-07-12 20:11:04.000000
375077009,1626113465305,referrer,https://www.google.com/,2021-07-12 20:11:05.000000
375077010,0,product_view,378482,2021-07-12 20:11:06.000000
375077011,1619009055961,goto,Unknown product-id,2021-07-12 20:11:06.000000
375077012,0,product_view,324656,2021-07-12 20:11:06.000000
375077013,1593157712987,referrer,https://www.google.com/,2021-07-12 20:11:06.000000
375077014,1602271594555,product_view,450649,2021-07-12 20:11:06.000000
375077015,1619368283646,goto,269688,2021-07-12 20:11:06.000000
375077016,1593157712987,product_view,466812,2021-07-12 20:11:06.000000
375077017,1625764969833,product_view,438628,2021-07-12 20:11:06.000000
375077018,1614332426673,referrer,https://www.google.com/,2021-07-12 20:11:07.000000
375077019,1624395458203,referrer,https://prisguiden.no/produkt/electrolux-ew8f6248a1-332542,2021-07-12 20:11:08.000000
375077020,1624395458203,product_view,300968,2021-07-12 20:11:08.000000
375077021,1593623525411,goto,Unknown product-id,2021-07-12 20:11:08.000000
375077022,1626113462321,product_view,419736,2021-07-12 20:11:08.000000
375077023,1614332426673,product_view,457372,2021-07-12 20:11:09.000000
375077024,1626113469093,referrer,Adwords,2021-07-12 20:11:09.000000
375077025,1626113439296,product_view,389170,2021-07-12 20:11:09.000000
375077026,1626113428967,product_view,425744,2021-07-12 20:11:09.000000
375077027,1626113433993,product_view,371074,2021-07-12 20:11:10.000000
375077028,1625764969833,product_view,439068,2021-07-12 20:11:10.000000
375077029,1597582912886,product_view,457496,2021-07-12 20:11:10.000000
375077030,1579906242117,offers_view,https://prisguiden.no/tilbud?f%5Bb%5D=1&s=offer_ratio%20asc&o=60,2021-07-12 20:11:10.000000
375077031,1587555292702,referrer,android-app://m.facebook.com/,2021-07-12 20:11:11.000000
375077032,1614332426673,product_view,457379,2021-07-12 20:11:11.000000
375077033,1619877073836,offers_view,https://prisguiden.no/tilbud?o=600,2021-07-12 20:11:11.000000
375077034,1621760762891,goto,475018,2021-07-12 20:11:11.000000
375077035,1588771884660,product_view,509727,2021-07-12 20:11:11.000000
375077036,1626113457806,product_view,440088,2021-07-12 20:11:11.000000
375077037,1625990381085,referrer,https://prisguiden.no/produkt/polar-grit-x-438176,2021-07-12 20:11:12.000000
375077038,1626113471996,referrer,https://www.google.no,2021-07-12 20:11:12.000000
375077039,1626113471996,product_view,291955,2021-07-12 20:11:12.000000
375077040,1626113472438,referrer,https://www.google.no,2021-07-12 20:11:12.000000
375077041,1620167241378,referrer,https://www.google.lt,2021-07-12 20:11:12.000000
375077042,1626113472438,product_view,256876,2021-07-12 20:11:12.000000
375077043,1613985816082,referrer,direct,2021-07-12 20:11:12.000000
375077044,1626113446892,goto,259961,2021-07-12 20:11:12.000000
375077045,1626113472845,referrer,https://www.google.no,2021-07-12 20:11:12.000000
375077046,1626113472845,product_view,463431,2021-07-12 20:11:13.000000
375077047,1593157712987,goto,466812,2021-07-12 20:11:13.000000
375077048,0,product_view,431130,2021-07-12 20:11:13.000000
375077049,1620167241378,product_view,125356,2021-07-12 20:11:14.000000
375077050,1622015532088,referrer,utm_source: pricealert,2021-07-12 20:11:14.000000
375077051,0,article_view,245,2021-07-12 20:11:14.000000
375077052,1597582912886,goto,457496,2021-07-12 20:11:15.000000
