epoch,model_id,Training_MAE,Training_MASE,Training_MSE,Training_SMAPE,Training_MAPE
0,12322,315.7023994792832,1.154,324961.7326659332,0.185,9005100645413388.0
0,11428,170.7600128320421,1.142,129397.29417211332,0.265,2671111746036482.0
0,11850,180.69015484111284,1.099,105846.11008731813,0.354,3620727320939293.5
0,11852,94.00327238873486,1.099,26308.774848907815,0.318,2613298605876822.0
0,273,220.67704180786146,1.142,167225.2085453593,0.272,3076248047216568.0
0,11036,182.0903103204973,1.216,152423.26969044234,0.362,2215819511195242.5
0,11213,72.63714817702112,1.203,23703.58537564508,0.605,552909003878775.44
