date,cat_id,product_id,root_cat_id,hits,clicks,popularity,cat_name
2019-10-28,11573,424805,202,3,2,2394,Nettverkskabler
2019-10-29,11573,211757,101,1,0,1197,Nettverkskabler
2019-10-30,11573,424805,202,3,1,2394,Nettverkskabler
2019-10-31,11573,424805,202,5,5,2394,Nettverkskabler
2019-11-01,11573,424805,202,5,1,2394,Nettverkskabler
2019-11-02,11573,424805,202,3,1,2394,Nettverkskabler
2019-11-03,11091,241400,101,2,1,5732,3D-printer
2019-11-03,11573,424805,202,3,0,2394,Nettverkskabler
2019-11-04,11573,211757,101,1,1,1197,Nettverkskabler
2019-11-06,11573,424805,202,2,0,2394,Nettverkskabler
2019-11-07,11573,424805,202,6,1,2394,Nettverkskabler
2019-11-08,11091,241400,101,5,1,5732,3D-printer
2019-11-08,11573,424805,202,3,0,2394,Nettverkskabler
2019-11-09,11091,241400,101,2,0,5732,3D-printer
2019-11-09,11573,211757,101,1,0,1197,Nettverkskabler
2019-11-10,11091,241400,101,6,1,5732,3D-printer
2019-11-10,11573,211757,101,1,0,1197,Nettverkskabler
2019-11-11,11091,241400,101,11,4,5732,3D-printer
2019-11-11,11573,424805,202,5,2,2394,Nettverkskabler
2019-11-12,11091,241400,101,4,0,5732,3D-printer
2019-11-12,11573,424805,202,3,0,2394,Nettverkskabler
2019-11-13,11573,211757,101,1,0,1197,Nettverkskabler
2019-11-14,11091,241400,101,1,1,5732,3D-printer
2019-11-14,11573,211757,101,3,1,1197,Nettverkskabler
2019-11-15,11091,241400,101,1,0,5732,3D-printer
2019-11-15,11573,424805,202,7,0,2394,Nettverkskabler
2019-11-16,11091,241400,101,1,0,5732,3D-printer
2019-11-16,11573,213048,101,1,0,1197,Nettverkskabler
2019-11-17,11573,424805,202,3,1,2394,Nettverkskabler
2019-11-18,11573,424805,202,2,1,2394,Nettverkskabler
2019-11-19,11091,241400,101,2,0,5732,3D-printer
2019-11-19,11573,424805,202,4,2,2394,Nettverkskabler
2019-11-20,11091,241400,101,2,4,5732,3D-printer
2019-11-20,11573,424805,202,6,2,2394,Nettverkskabler
2019-11-21,11573,211757,101,6,0,1197,Nettverkskabler
2019-11-22,11091,241400,101,3,3,5732,3D-printer
2019-11-23,11091,241400,101,2,3,5732,3D-printer
2019-11-23,11573,213048,101,4,1,1197,Nettverkskabler
2019-11-24,11573,213048,101,1,0,1197,Nettverkskabler
2019-11-25,11091,241400,101,2,1,5732,3D-printer
2019-11-25,11573,424805,202,12,0,2394,Nettverkskabler
2019-11-26,11573,424805,202,10,4,2394,Nettverkskabler
2019-11-27,11573,211757,101,1,0,1197,Nettverkskabler
2019-11-28,11091,241400,101,1,0,5732,3D-printer
2019-11-28,11573,211757,101,2,2,1197,Nettverkskabler
2019-11-29,11573,211757,101,2,0,1197,Nettverkskabler
2019-11-30,11573,424805,202,2,3,2394,Nettverkskabler
2019-12-02,11091,241400,101,1,1,5732,3D-printer
2019-12-02,11573,213048,101,1,0,1197,Nettverkskabler
2019-12-04,11091,241400,101,2,0,5732,3D-printer
2019-12-04,11573,213048,101,1,1,1197,Nettverkskabler
2019-12-05,11573,211757,101,1,1,1197,Nettverkskabler
2019-12-06,33,311569,101,1,0,10035,Tastatur
2019-12-06,11091,241400,101,1,0,5732,3D-printer
2019-12-06,11573,424805,202,3,2,2394,Nettverkskabler
2019-12-07,11091,241400,101,3,1,5732,3D-printer
2019-12-07,11573,211757,101,1,0,1197,Nettverkskabler
2019-12-08,11091,241400,101,1,0,5732,3D-printer
2019-12-08,11573,424805,202,3,2,2394,Nettverkskabler
2019-12-09,11573,424805,202,6,2,2394,Nettverkskabler
2019-12-10,11573,211757,101,2,0,1197,Nettverkskabler
2019-12-11,11573,424805,202,4,1,2394,Nettverkskabler
2019-12-13,11573,424805,202,5,1,2394,Nettverkskabler
2019-12-14,11573,424805,202,2,0,2394,Nettverkskabler
2019-12-16,11573,424805,202,5,2,2394,Nettverkskabler
2019-12-17,11573,424805,202,8,1,2394,Nettverkskabler
2019-12-19,11573,211757,101,2,0,1197,Nettverkskabler
2019-12-20,11573,211757,101,3,0,1197,Nettverkskabler
2019-12-21,11573,424805,202,2,1,2394,Nettverkskabler
2019-12-22,11573,213048,101,5,0,1197,Nettverkskabler
2019-12-23,11573,211757,101,2,1,1197,Nettverkskabler
2019-12-26,11091,241400,101,1,0,5732,3D-printer
2019-12-26,11573,211757,101,4,1,1197,Nettverkskabler
2019-12-27,33,311569,101,1,1,10035,Tastatur
2019-12-27,11573,211757,101,2,1,1197,Nettverkskabler
2019-12-28,11573,213048,101,2,0,1197,Nettverkskabler
2019-12-29,11573,424805,202,3,0,2394,Nettverkskabler
2019-12-30,11573,424805,202,2,0,2394,Nettverkskabler
2019-12-31,11573,424805,202,5,2,2394,Nettverkskabler
2020-01-01,11573,424805,202,8,0,2394,Nettverkskabler
2020-01-02,11573,424805,202,9,2,2394,Nettverkskabler
2020-01-03,11573,424805,202,5,2,2394,Nettverkskabler
2020-01-05,11573,424805,202,3,3,2394,Nettverkskabler
2020-01-06,11573,424805,202,4,1,2394,Nettverkskabler
2020-01-07,11573,213048,101,3,0,1197,Nettverkskabler
2020-01-08,11573,424805,202,5,3,2394,Nettverkskabler
2020-01-09,11573,213048,101,2,1,1197,Nettverkskabler
2020-01-10,11573,424805,202,4,1,2394,Nettverkskabler
2020-01-11,11573,424805,202,11,1,2394,Nettverkskabler
2020-01-12,11573,211757,101,2,0,1197,Nettverkskabler
2020-01-13,11573,424805,202,7,0,2394,Nettverkskabler
2020-01-14,33,311569,101,1,1,10035,Tastatur
2020-01-14,11573,424805,202,2,0,2394,Nettverkskabler
2020-01-16,11573,213048,101,2,1,1197,Nettverkskabler
2020-01-18,11573,211757,101,0,1,1197,Nettverkskabler
2020-01-19,11573,424805,202,2,1,2394,Nettverkskabler
2020-01-21,11573,213048,101,2,0,1197,Nettverkskabler
2020-01-22,11091,241400,101,1,0,5732,3D-printer
2020-01-22,11573,424805,202,4,1,2394,Nettverkskabler
2020-01-23,11573,424805,202,4,0,2394,Nettverkskabler
2020-01-24,11573,424805,202,6,1,2394,Nettverkskabler
2020-01-25,11573,424805,202,3,1,2394,Nettverkskabler
2020-01-26,11573,424805,202,2,0,2394,Nettverkskabler
2020-01-27,11573,424805,202,3,1,2394,Nettverkskabler
2020-01-28,11573,211757,101,4,1,1197,Nettverkskabler
2020-01-29,11573,424805,202,4,2,2394,Nettverkskabler
2020-01-30,11573,424805,202,3,0,2394,Nettverkskabler
2020-02-01,11573,213048,101,1,0,1197,Nettverkskabler
2020-02-02,11573,424805,202,4,1,2394,Nettverkskabler
2020-02-03,11573,211757,101,1,0,1197,Nettverkskabler
2020-02-04,11573,211757,101,1,0,1197,Nettverkskabler
2020-02-06,11573,424805,202,3,0,2394,Nettverkskabler
2020-02-07,11573,213048,101,3,0,1197,Nettverkskabler
2020-02-08,11573,424805,202,2,0,2394,Nettverkskabler
2020-02-10,11573,424805,202,6,1,2394,Nettverkskabler
2020-02-11,11573,211757,101,1,0,1197,Nettverkskabler
2020-02-12,11573,211757,101,2,1,1197,Nettverkskabler
2020-02-13,11573,213048,101,3,0,1197,Nettverkskabler
2020-02-14,11573,213048,101,1,0,1197,Nettverkskabler
2020-02-15,11573,211757,101,3,2,1197,Nettverkskabler
2020-02-16,11573,424805,202,6,0,2394,Nettverkskabler
2020-02-18,11573,211757,101,3,2,1197,Nettverkskabler
2020-02-19,11573,211757,101,2,0,1197,Nettverkskabler
2020-02-21,11573,424805,202,3,1,2394,Nettverkskabler
2020-02-22,11091,241400,101,1,0,5732,3D-printer
2020-02-23,11573,424805,202,4,3,2394,Nettverkskabler
2020-02-24,11573,424805,202,2,0,2394,Nettverkskabler
2020-02-25,11573,211757,101,2,1,1197,Nettverkskabler
2020-02-26,11573,424805,202,8,3,2394,Nettverkskabler
2020-02-27,11573,211757,101,1,0,1197,Nettverkskabler
2020-02-28,11573,211757,101,1,0,1197,Nettverkskabler
2020-03-01,11573,424805,202,5,0,2394,Nettverkskabler
2020-03-02,11573,213048,101,1,1,1197,Nettverkskabler
2020-03-04,11091,241400,101,1,1,5732,3D-printer
2020-03-04,11573,211757,101,1,0,1197,Nettverkskabler
2020-03-05,11573,211757,101,2,0,1197,Nettverkskabler
2020-03-06,11573,424805,202,3,4,2394,Nettverkskabler
2020-03-07,11573,213048,101,1,0,1197,Nettverkskabler
2020-03-08,11573,211757,101,1,0,1197,Nettverkskabler
2020-03-09,11573,213048,101,2,0,1197,Nettverkskabler
2020-03-10,11573,213048,101,2,3,1197,Nettverkskabler
2020-03-11,11573,424805,202,6,2,2394,Nettverkskabler
2020-03-12,11573,424805,202,2,1,2394,Nettverkskabler
2020-03-13,11573,424805,202,5,2,2394,Nettverkskabler
2020-03-14,11573,424805,202,4,2,2394,Nettverkskabler
2020-03-15,11573,424805,202,5,1,2394,Nettverkskabler
2020-03-16,11573,424805,202,12,2,2394,Nettverkskabler
2020-03-17,11573,424805,202,5,0,2394,Nettverkskabler
2020-03-18,11573,424805,202,7,0,2394,Nettverkskabler
2020-03-19,11573,424805,202,2,0,2394,Nettverkskabler
2020-03-20,11573,424805,202,4,2,2394,Nettverkskabler
2020-03-22,11573,424805,202,6,0,2394,Nettverkskabler
2020-03-24,11091,241400,101,1,0,5732,3D-printer
2020-03-24,11573,424805,202,4,3,2394,Nettverkskabler
2020-03-25,11573,211757,101,1,0,1197,Nettverkskabler
2020-03-26,11573,424805,202,5,1,2394,Nettverkskabler
2020-03-27,11573,424805,202,4,0,2394,Nettverkskabler
2020-03-29,11573,424805,202,6,2,2394,Nettverkskabler
2020-03-30,11091,241400,101,1,0,5732,3D-printer
2020-03-30,11573,424805,202,5,3,2394,Nettverkskabler
2020-03-31,11037,434923,11748,1,1,20919,Grill
2020-03-31,11573,424805,202,4,2,2394,Nettverkskabler
2020-04-01,11037,434923,11748,22,6,20919,Grill
2020-04-01,11573,213048,101,1,0,1197,Nettverkskabler
2020-04-02,11037,434923,11748,30,4,20919,Grill
2020-04-02,11573,213048,101,2,1,1197,Nettverkskabler
2020-04-03,11037,434923,11748,26,3,20919,Grill
2020-04-03,11573,213048,101,2,0,1197,Nettverkskabler
2020-04-04,33,311569,101,1,0,10035,Tastatur
2020-04-04,11037,434923,11748,27,7,20919,Grill
2020-04-04,11573,424805,202,5,3,2394,Nettverkskabler
2020-04-05,33,311569,101,1,0,10035,Tastatur
2020-04-05,11037,434923,11748,21,7,20919,Grill
2020-04-05,11573,424805,202,4,1,2394,Nettverkskabler
2020-04-06,11037,434923,11748,44,10,20919,Grill
2020-04-06,11573,424805,202,3,0,2394,Nettverkskabler
2020-04-07,11037,434923,11748,28,3,20919,Grill
2020-04-07,11573,424805,202,3,0,2394,Nettverkskabler
2020-04-08,11037,434923,11748,24,5,20919,Grill
2020-04-08,11573,424805,202,2,0,2394,Nettverkskabler
2020-04-09,11037,434923,11748,27,9,20919,Grill
2020-04-09,11573,424805,202,4,2,2394,Nettverkskabler
2020-04-10,11037,434923,11748,23,6,20919,Grill
2020-04-10,11573,424805,202,2,1,2394,Nettverkskabler
2020-04-11,11037,434923,11748,24,3,20919,Grill
2020-04-11,11573,424805,202,4,0,2394,Nettverkskabler
2020-04-12,11037,434923,11748,6,2,20919,Grill
2020-04-12,11573,424805,202,5,2,2394,Nettverkskabler
2020-04-13,11037,434923,11748,9,2,20919,Grill
2020-04-13,11573,424805,202,3,0,2394,Nettverkskabler
2020-04-14,11037,434923,11748,10,3,20919,Grill
2020-04-15,11037,434923,11748,14,1,20919,Grill
2020-04-15,11573,213048,101,4,0,1197,Nettverkskabler
2020-04-16,11037,434923,11748,9,1,20919,Grill
2020-04-16,11573,424805,202,2,0,2394,Nettverkskabler
2020-04-17,11037,434923,11748,13,3,20919,Grill
2020-04-17,11573,213048,101,1,0,1197,Nettverkskabler
2020-04-18,11037,434923,11748,30,5,20919,Grill
2020-04-18,11091,241400,101,1,0,5732,3D-printer
2020-04-18,11573,424805,202,4,1,2394,Nettverkskabler
2020-04-19,11037,434923,11748,8,3,20919,Grill
2020-04-19,11573,424805,202,3,1,2394,Nettverkskabler
2020-04-20,11037,434923,11748,12,4,20919,Grill
2020-04-20,11573,213048,101,1,1,1197,Nettverkskabler
2020-04-21,11037,434923,11748,17,5,20919,Grill
2020-04-21,11573,213048,101,1,0,1197,Nettverkskabler
2020-04-22,11037,434923,11748,10,0,20919,Grill
2020-04-22,11573,424805,202,3,1,2394,Nettverkskabler
2020-04-23,11037,434923,11748,23,2,20919,Grill
2020-04-23,11091,241400,101,3,0,5732,3D-printer
2020-04-23,11573,211757,101,4,0,1197,Nettverkskabler
2020-04-24,11037,434923,11748,15,4,20919,Grill
2020-04-24,11573,213048,101,1,0,1197,Nettverkskabler
2020-04-25,11037,434923,11748,11,0,20919,Grill
2020-04-25,11573,213048,101,1,0,1197,Nettverkskabler
2020-04-26,11037,434923,11748,13,0,20919,Grill
2020-04-26,11091,241400,101,1,0,5732,3D-printer
2020-04-26,11573,424805,202,4,1,2394,Nettverkskabler
2020-04-27,11037,434923,11748,8,0,20919,Grill
2020-04-27,11573,213048,101,2,1,1197,Nettverkskabler
2020-04-28,11037,434923,11748,13,0,20919,Grill
2020-04-28,11573,424805,202,5,0,2394,Nettverkskabler
2020-04-29,11037,434923,11748,6,1,20919,Grill
2020-04-29,11573,213048,101,3,0,1197,Nettverkskabler
2020-04-30,11037,434923,11748,6,0,20919,Grill
2020-04-30,11573,424805,202,5,2,2394,Nettverkskabler
2020-05-01,11037,434923,11748,8,2,20919,Grill
2020-05-02,11037,434923,11748,4,0,20919,Grill
2020-05-03,11037,434923,11748,5,0,20919,Grill
2020-05-03,11573,424805,202,4,4,2394,Nettverkskabler
2020-05-04,11037,434923,11748,12,1,20919,Grill
2020-05-04,11091,241400,101,1,0,5732,3D-printer
2020-05-04,11573,424805,202,4,0,2394,Nettverkskabler
2020-05-05,11037,434923,11748,6,1,20919,Grill
2020-05-05,11573,424805,202,2,1,2394,Nettverkskabler
2020-05-06,11037,434923,11748,8,1,20919,Grill
2020-05-06,11573,424805,202,6,0,2394,Nettverkskabler
2020-05-07,11037,434923,11748,15,0,20919,Grill
2020-05-07,11573,424805,202,3,1,2394,Nettverkskabler
2020-05-08,11037,434923,11748,14,2,20919,Grill
2020-05-08,11573,424805,202,4,1,2394,Nettverkskabler
2020-05-09,11037,434923,11748,11,2,20919,Grill
2020-05-09,11573,424805,202,4,1,2394,Nettverkskabler
2020-05-10,11037,434923,11748,7,1,20919,Grill
2020-05-10,11573,211757,101,1,0,1197,Nettverkskabler
2020-05-11,11037,434923,11748,9,1,20919,Grill
2020-05-11,11573,213048,101,1,0,1197,Nettverkskabler
2020-05-12,11037,434923,11748,9,0,20919,Grill
2020-05-12,11573,424805,202,2,0,2394,Nettverkskabler
2020-05-13,11037,434923,11748,6,0,20919,Grill
2020-05-13,11573,424805,202,15,4,2394,Nettverkskabler
2020-05-14,11037,434923,11748,4,1,20919,Grill
2020-05-14,11573,424805,202,10,4,2394,Nettverkskabler
2020-05-15,11037,434923,11748,5,0,20919,Grill
2020-05-15,11573,213048,101,1,1,1197,Nettverkskabler
2020-05-16,11037,434923,11748,8,3,20919,Grill
2020-05-16,11573,213048,101,3,0,1197,Nettverkskabler
2020-05-17,11037,434923,11748,11,6,20919,Grill
2020-05-17,11573,424805,202,2,1,2394,Nettverkskabler
2020-05-18,11037,434923,11748,8,0,20919,Grill
2020-05-18,11573,424805,202,6,4,2394,Nettverkskabler
2020-05-19,11037,434923,11748,3,0,20919,Grill
2020-05-19,11573,211757,101,1,0,1197,Nettverkskabler
2020-05-20,11037,434923,11748,5,0,20919,Grill
2020-05-20,11573,424805,202,2,2,2394,Nettverkskabler
2020-05-21,11037,434923,11748,3,0,20919,Grill
2020-05-21,11573,424805,202,2,1,2394,Nettverkskabler
2020-05-22,11037,434923,11748,4,0,20919,Grill
2020-05-22,11573,424805,202,9,7,2394,Nettverkskabler
2020-05-23,11037,434923,11748,3,0,20919,Grill
2020-05-23,11573,424805,202,2,0,2394,Nettverkskabler
2020-05-24,11573,424805,202,4,2,2394,Nettverkskabler
2020-05-25,11037,434923,11748,9,2,20919,Grill
2020-05-25,11573,211757,101,3,1,1197,Nettverkskabler
2020-05-26,11037,434923,11748,7,0,20919,Grill
2020-05-26,11573,424805,202,2,0,2394,Nettverkskabler
2020-05-27,11037,434923,11748,5,1,20919,Grill
2020-05-27,11573,424805,202,5,0,2394,Nettverkskabler
2020-05-28,11037,434923,11748,7,1,20919,Grill
2020-05-28,11573,213048,101,1,1,1197,Nettverkskabler
2020-05-29,11037,434923,11748,5,0,20919,Grill
2020-05-29,11573,424805,202,3,0,2394,Nettverkskabler
2020-05-30,11037,434923,11748,3,0,20919,Grill
2020-05-30,11573,211757,101,1,0,1197,Nettverkskabler
2020-05-31,11037,434923,11748,5,0,20919,Grill
2020-05-31,11573,424805,202,7,3,2394,Nettverkskabler
2020-06-01,11037,434923,11748,8,0,20919,Grill
2020-06-01,11573,213048,101,2,0,1197,Nettverkskabler
2020-06-02,11037,434923,11748,4,1,20919,Grill
2020-06-02,11573,424805,202,5,2,2394,Nettverkskabler
2020-06-03,11037,434923,11748,2,1,20919,Grill
2020-06-03,11573,424805,202,6,3,2394,Nettverkskabler
2020-06-04,11037,434923,11748,6,0,20919,Grill
2020-06-04,11091,241400,101,3,0,5732,3D-printer
2020-06-04,11573,213048,101,2,0,1197,Nettverkskabler
2020-06-05,11037,434923,11748,5,0,20919,Grill
2020-06-05,11091,241400,101,2,0,5732,3D-printer
2020-06-05,11573,213048,101,3,2,1197,Nettverkskabler
2020-06-06,11037,434923,11748,3,0,20919,Grill
2020-06-06,11573,424805,202,2,0,2394,Nettverkskabler
2020-06-07,11037,434923,11748,9,1,20919,Grill
2020-06-07,11573,213048,101,2,2,1197,Nettverkskabler
2020-06-08,11037,434923,11748,3,0,20919,Grill
2020-06-08,11091,241400,101,1,0,5732,3D-printer
2020-06-08,11573,424805,202,9,3,2394,Nettverkskabler
2020-06-09,11037,434923,11748,3,1,20919,Grill
2020-06-09,11573,213048,101,4,2,1197,Nettverkskabler
2020-06-10,11037,434923,11748,2,0,20919,Grill
2020-06-10,11573,211757,101,1,0,1197,Nettverkskabler
2020-06-11,11037,434923,11748,3,0,20919,Grill
2020-06-11,11573,424805,202,2,1,2394,Nettverkskabler
2020-06-12,11037,434923,11748,1,0,20919,Grill
2020-06-12,11573,211757,101,1,1,1197,Nettverkskabler
2020-06-13,11037,434923,11748,2,0,20919,Grill
2020-06-13,11573,424805,202,6,0,2394,Nettverkskabler
2020-06-14,11037,434923,11748,1,0,20919,Grill
2020-06-14,11573,424805,202,4,1,2394,Nettverkskabler
2020-06-15,11037,434923,11748,6,0,20919,Grill
2020-06-15,11573,424805,202,3,3,2394,Nettverkskabler
2020-06-16,11037,434923,11748,6,1,20919,Grill
2020-06-16,11573,213048,101,1,1,1197,Nettverkskabler
2020-06-17,11573,213048,101,1,0,1197,Nettverkskabler
2020-06-18,11037,434923,11748,7,1,20919,Grill
2020-06-18,11573,211757,101,2,0,1197,Nettverkskabler
2020-06-19,11037,434923,11748,8,1,20919,Grill
2020-06-19,11573,213048,101,1,0,1197,Nettverkskabler
2020-06-20,11037,434923,11748,10,0,20919,Grill
2020-06-20,11573,424805,202,2,0,2394,Nettverkskabler
2020-06-21,11037,434923,11748,2,1,20919,Grill
2020-06-21,11573,213048,101,1,0,1197,Nettverkskabler
2020-06-22,11037,434923,11748,10,2,20919,Grill
2020-06-22,11573,213048,101,1,1,1197,Nettverkskabler
2020-06-23,11037,434923,11748,4,1,20919,Grill
2020-06-23,11573,211757,101,1,0,1197,Nettverkskabler
2020-06-25,11037,434923,11748,1,0,20919,Grill
2020-06-25,11573,424805,202,2,0,2394,Nettverkskabler
2020-06-26,11037,434923,11748,3,0,20919,Grill
2020-06-26,11091,241400,101,1,0,5732,3D-printer
2020-06-27,11037,434923,11748,4,0,20919,Grill
2020-06-27,11573,424805,202,4,1,2394,Nettverkskabler
2020-06-28,11037,434923,11748,4,0,20919,Grill
2020-06-28,11573,213048,101,8,5,1197,Nettverkskabler
2020-06-29,11573,424805,202,4,2,2394,Nettverkskabler
2020-06-30,11037,434923,11748,4,3,20919,Grill
2020-06-30,11573,424805,202,11,0,2394,Nettverkskabler
2020-07-01,11573,213048,101,2,1,1197,Nettverkskabler
2020-07-02,11037,434923,11748,3,0,20919,Grill
2020-07-02,11573,213048,101,2,0,1197,Nettverkskabler
2020-07-03,11573,424805,202,3,1,2394,Nettverkskabler
2020-07-05,11037,434923,11748,1,0,20919,Grill
2020-07-05,11573,213048,101,2,0,1197,Nettverkskabler
2020-07-06,11037,434923,11748,3,0,20919,Grill
2020-07-06,11573,211757,101,3,3,1197,Nettverkskabler
2020-07-07,11037,434923,11748,3,0,20919,Grill
2020-07-08,11037,434923,11748,1,0,20919,Grill
2020-07-08,11573,213048,101,1,0,1197,Nettverkskabler
2020-07-09,11037,434923,11748,6,0,20919,Grill
2020-07-09,11573,213048,101,3,0,1197,Nettverkskabler
2020-07-10,11037,434923,11748,3,1,20919,Grill
2020-07-10,11573,424805,202,4,1,2394,Nettverkskabler
2020-07-11,11037,434923,11748,4,0,20919,Grill
2020-07-11,11573,211757,101,5,1,1197,Nettverkskabler
2020-07-12,11037,434923,11748,1,0,20919,Grill
2020-07-12,11091,241400,101,1,0,5732,3D-printer
2020-07-12,11573,211757,101,1,0,1197,Nettverkskabler
2020-07-13,11037,434923,11748,5,0,20919,Grill
2020-07-13,11573,211757,101,2,0,1197,Nettverkskabler
2020-07-14,11037,434923,11748,3,0,20919,Grill
2020-07-14,11573,424805,202,2,1,2394,Nettverkskabler
2020-07-15,11573,424805,202,4,1,2394,Nettverkskabler
2020-07-16,11573,211757,101,1,0,1197,Nettverkskabler
2020-07-17,11037,434923,11748,1,0,20919,Grill
2020-07-17,11573,424805,202,4,0,2394,Nettverkskabler
2020-07-18,11037,434923,11748,1,0,20919,Grill
2020-07-18,11573,211757,101,1,1,1197,Nettverkskabler
2020-07-19,11037,434923,11748,2,0,20919,Grill
2020-07-19,11573,211757,101,1,0,1197,Nettverkskabler
2020-07-20,11037,434923,11748,9,3,20919,Grill
2020-07-20,11573,213048,101,4,0,1197,Nettverkskabler
2020-07-21,11037,434923,11748,4,0,20919,Grill
2020-07-21,11573,424805,202,2,1,2394,Nettverkskabler
2020-07-22,11037,434923,11748,1,0,20919,Grill
2020-07-22,11091,241400,101,1,0,5732,3D-printer
2020-07-22,11573,424805,202,3,0,2394,Nettverkskabler
2020-07-24,11037,434923,11748,9,5,20919,Grill
2020-07-24,11091,241400,101,1,1,5732,3D-printer
2020-07-24,11573,213048,101,1,0,1197,Nettverkskabler
2020-07-25,11037,434923,11748,1,0,20919,Grill
2020-07-25,11573,424805,202,3,0,2394,Nettverkskabler
2020-07-26,11037,434923,11748,3,2,20919,Grill
2020-07-26,11573,424805,202,5,4,2394,Nettverkskabler
2020-07-27,11037,434923,11748,2,0,20919,Grill
2020-07-27,11573,211757,101,1,1,1197,Nettverkskabler
2020-07-28,11573,424805,202,3,1,2394,Nettverkskabler
2020-07-29,11037,434923,11748,3,2,20919,Grill
2020-07-29,11573,424805,202,8,1,2394,Nettverkskabler
2020-07-30,11037,434923,11748,3,0,20919,Grill
2020-07-30,11091,241400,101,1,0,5732,3D-printer
2020-07-30,11573,424805,202,3,0,2394,Nettverkskabler
2020-07-31,11037,434923,11748,4,0,20919,Grill
2020-07-31,11573,213048,101,2,0,1197,Nettverkskabler
2020-08-01,11037,434923,11748,3,2,20919,Grill
2020-08-01,11573,424805,202,2,0,2394,Nettverkskabler
2020-08-02,11037,434923,11748,3,0,20919,Grill
2020-08-02,11573,211757,101,3,2,1197,Nettverkskabler
2020-08-03,11037,434923,11748,9,0,20919,Grill
2020-08-03,11573,424805,202,4,2,2394,Nettverkskabler
2020-08-04,11037,434923,11748,3,0,20919,Grill
2020-08-04,11091,241400,101,1,1,5732,3D-printer
2020-08-05,11037,434923,11748,9,1,20919,Grill
2020-08-05,11573,424805,202,3,1,2394,Nettverkskabler
2020-08-06,11037,434923,11748,4,0,20919,Grill
2020-08-06,11573,211757,101,2,0,1197,Nettverkskabler
2020-08-07,11037,434923,11748,1,1,20919,Grill
2020-08-07,11573,424805,202,4,4,2394,Nettverkskabler
2020-08-08,11037,434923,11748,7,0,20919,Grill
2020-08-08,11573,424805,202,4,0,2394,Nettverkskabler
2020-08-09,11037,434923,11748,8,4,20919,Grill
2020-08-09,11573,424805,202,4,3,2394,Nettverkskabler
2020-08-10,11037,434923,11748,4,3,20919,Grill
2020-08-10,11091,241400,101,2,0,5732,3D-printer
2020-08-10,11573,424805,202,6,2,2394,Nettverkskabler
2020-08-11,11037,434923,11748,4,3,20919,Grill
2020-08-11,11091,241400,101,1,0,5732,3D-printer
2020-08-12,11037,434923,11748,4,0,20919,Grill
2020-08-12,11573,424805,202,9,3,2394,Nettverkskabler
2020-08-13,11037,434923,11748,7,2,20919,Grill
2020-08-13,11573,424805,202,7,6,2394,Nettverkskabler
2020-08-14,11037,434923,11748,13,0,20919,Grill
2020-08-15,11037,434923,11748,5,2,20919,Grill
2020-08-15,11573,211757,101,1,0,1197,Nettverkskabler
2020-08-16,11037,434923,11748,7,2,20919,Grill
2020-08-17,11037,434923,11748,2,0,20919,Grill
2020-08-17,11573,213048,101,1,2,1197,Nettverkskabler
2020-08-18,11037,434923,11748,2,0,20919,Grill
2020-08-20,11037,434923,11748,1,2,20919,Grill
2020-08-20,11573,424805,202,3,1,2394,Nettverkskabler
2020-08-21,11037,434923,11748,2,0,20919,Grill
2020-08-21,11573,213048,101,4,1,1197,Nettverkskabler
2020-08-22,11037,434923,11748,2,1,20919,Grill
2020-08-22,11573,424805,202,6,1,2394,Nettverkskabler
2020-08-23,11573,424805,202,6,2,2394,Nettverkskabler
2020-08-24,11037,434923,11748,3,0,20919,Grill
2020-08-24,11573,424805,202,6,1,2394,Nettverkskabler
2020-08-25,11573,424805,202,5,2,2394,Nettverkskabler
2020-08-26,11037,434923,11748,2,1,20919,Grill
2020-08-27,11037,434923,11748,6,2,20919,Grill
2020-08-27,11573,211757,101,2,0,1197,Nettverkskabler
2020-08-28,11037,434923,11748,3,0,20919,Grill
2020-08-28,11573,424805,202,6,1,2394,Nettverkskabler
2020-08-29,11037,434923,11748,4,0,20919,Grill
2020-08-29,11573,213048,101,1,0,1197,Nettverkskabler
2020-08-30,11573,211757,101,1,0,1197,Nettverkskabler
2020-08-31,11037,434923,11748,2,0,20919,Grill
2020-08-31,11573,211757,101,1,2,1197,Nettverkskabler
2020-09-01,11573,211757,101,1,1,1197,Nettverkskabler
2020-09-02,11037,434923,11748,2,0,20919,Grill
2020-09-02,11573,424805,202,3,1,2394,Nettverkskabler
2020-09-03,11037,434923,11748,1,0,20919,Grill
2020-09-03,11573,424805,202,3,1,2394,Nettverkskabler
2020-09-05,11037,434923,11748,4,0,20919,Grill
2020-09-05,11573,424805,202,5,0,2394,Nettverkskabler
2020-09-06,11037,434923,11748,2,0,20919,Grill
2020-09-06,11573,213048,101,2,1,1197,Nettverkskabler
2020-09-07,11037,434923,11748,3,0,20919,Grill
2020-09-07,11573,424805,202,5,0,2394,Nettverkskabler
2020-09-08,11037,434923,11748,1,0,20919,Grill
2020-09-08,11573,424805,202,5,0,2394,Nettverkskabler
2020-09-09,11091,241400,101,2,0,5732,3D-printer
2020-09-09,11573,424805,202,8,1,2394,Nettverkskabler
2020-09-10,11037,434923,11748,1,0,20919,Grill
2020-09-10,11573,424805,202,2,0,2394,Nettverkskabler
2020-09-11,11573,424805,202,4,1,2394,Nettverkskabler
2020-09-12,11573,424805,202,4,1,2394,Nettverkskabler
